company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Labucq,2018-01-01,https://labucq.com/,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Sales and Marketing","Fashion, Retail, Sales, Shoes",114870.0,"Labucq is a contemporary women's footwear brand that offers unique, smart shoes with the right proportions. Its products are composed of the best leathers. It is founded by Lauren Bucquet, former Director of Footwear and Accessories at Rag & Bone. It is based in Los Angeles, California.",1-10,1.0,Seed,2021-08-11,200341.0,Seed,200341.0,1.0,1-10,Private,,,,,,0,2018,14946,False,False
CSQ Bio,2019-01-01,https://www.csqbio.com/,"Scottsdale, Arizona, United States","Health Care, Transportation","Health Care, Medical, Pharmaceutical, Supply Chain Management",1260214.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,57876,False,False
WCS Group,2019-01-01,https://www.wcsgrp.com,"Bellevue, Washington, United States","Financial Services, Real Estate","Property Development, Real Estate, Real Estate Investment",1276531.0,WCS Group offers property investment and development includes material investments and operational development for assets that redesign real estate investment through people and build for their clients. They provide investment and operational development services.,1-10,,,,,,,,1-10,Private,,,,,,6,2019,57509,False,False
Frootbat,2018-01-01,https://frootbat.com,"Lewes, Delaware, United States","Commerce and Shopping, Consumer Goods, Food and Beverage","Consumer Goods, E-Commerce, Food and Beverage, Marketplace",228172.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,24289,False,False
Bazaq Capital,2020-01-01,https://bazaqcapital.com,"New York, New York, United States","Financial Services, Real Estate","Finance, Financial Services, Lending, Real Estate",923613.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,50454,False,False
Apexa,2019-01-01,https://www.apexacorp.com,"Medway, Massachusetts, United States","Information Technology, Professional Services, Software","Consulting, Information Technology, Software",181485.0,Apexa is an IT Solutions and Staffing Consulting company that leverages emerging technologies. The company was founded in 2019 and is headquartered in New England.,11-50,1.0,Seed,2021-07-23,250000.0,Pre-Seed,250000.0,1.0,11-50,Private,,,,,,0,2019,20738,False,False
TouchTel USA,2020-01-01,https://www.touchtelusa.com,"Coral Springs, Florida, United States","Administrative Services, Information Technology, Other, Transportation","Information Technology, Logistics, Project Management",2179916.0,"TouchTel USA provides project concept, design, budget analysis, strategic timing, procurement, and logistics, build out and system integration, process refinement, optimization, and rapid multi site deployment services. They respond to inquiries by email, phone, and online form.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,75200,False,False
HomeGrown Solutions,2018-01-01,https://homegrown-solutions.com,"Herndon, Virginia, United States","Information Technology, Software","Information Technology, Web Development",790097.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,46992,False,False
SocialBloom,2020-01-01,https://www.socialbloom.io/,"Rochester, Minnesota, United States","Advertising, Sales and Marketing","Ad Targeting, Lead Generation, Lead Management",587621.0,,1-10,,,,,,,1.0,1-10,Private,,,0.0,0.0,,6,2020,41007,False,False
G-Space,2019-01-01,https://www.g-space.com,"Sunnyvale, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), SaaS, Software",94705.0,"G-Space is a space manufacturing, terrestrial AI-powered software platform that is being used to design the next generation of materials.",11-50,2.0,,2021-04-26,,Venture - Series Unknown,245000.0,,11-50,Private,,,,,,2,2019,12658,False,False
Sparkman Media,2019-04-11,https://www.sparkman.media,"Philadelphia, Pennsylvania, United States","Advertising, Design, Sales and Marketing, Software","Advertising, Content Marketing, Digital Marketing, Web Design, Web Development",1219199.0,"Sparkman Media specializes in helping organizations and businesses develop digital media and content strategies to achieve marketing and communications goals. Services include strategy development, branding and graphic design, website redesign and development, video and content production.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,57243,False,False
SCITI Labs (A TechNexus Venture),2018-01-01,https://sciti.technexus.com/,"Chicago, Illinois, United States","Consumer Electronics, Financial Services, Government and Military, Hardware, Lending and Investments","Incubators, Public Safety, Sensor, Venture Capital, Wearables",1261661.0,"Collaboratively develops solutions designed to support First Responders’ capabilities in the Smart City environment, by providing technologies with market access, development capital, and aligning those technologies with larger tangential opportunities in broader industries. SCITI Labs brings together entrepreneurs, industry partners, technologists, investors, and public sector influencers working in concert to actively advance breakthrough solutions.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,57848,False,False
Shanghai Jihe Information Technology,2019-02-13,http://www.ghz-tech.com/,"Shanghai, Virginia, United States","Hardware, Information Technology, Internet Services","Communications Infrastructure, Information and Communications Technology (ICT), Information Technology, Internet, Telecommunications",82295.0,"Shanghai Jihe Information Technology focuses on XR technology, 5G technology, and high-precision positioning technology.",101-250,2.0,Seed,2023-03-28,1454693.0,Angel,2907232.0,,101-250,Private,,,,,,0,2019,11128,False,False
Basewell,2022-11-14,https://www.basewell.com,"Dallas, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Enterprise Software, Software",354098.0,,1-10,,,,,,,3.0,1-10,Private,,,,,,6,2022,31691,False,False
Carl W Consulting,2018-01-01,https://carlw.com/,"Spokane, Washington, United States",Professional Services,"Business Development, Consulting, Innovation Management, Management Consulting",2950590.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,88327,False,False
Neurosetta,2021-01-01,https://neurosetta.com/,"Madison, Wisconsin, United States","Biotechnology, Health Care, Science and Engineering","Medical, Neuroscience",170333.0,Neurosetta is a human stem cell-derived platform for quantitative high-throughput modeling of early human brain and spinal cord development.,1-10,1.0,,2022-12-14,100000.0,Grant,100000.0,,1-10,Private,,,0.0,0.0,,1,2021,19891,False,False
Landmark Collection Services Inc.,2018-01-05,https://www.landmarkcollectionservices.com,"Concord, California, United States","Financial Services, Sales and Marketing","Insurance, Marketing",1381192.0,Third party consumer debt collection agency; specializing in commercial and judgment recovery,1-10,,,,,,,,1-10,Private,,,,,,6,2018,60242,False,False
The Onero Institute,2019-01-01,https://www.oneroinstitute.org,"Washington, District of Columbia, United States","Education, Media and Entertainment, Other, Social Impact","Content Creators, Education, Non Profit",1751504.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,67032,False,False
ClearCam,2018-01-01,https://www.clearcam-med.com,"Austin, Texas, United States","Health Care, Software","Health Care, Medical Device, Productivity Tools",53261.0,"ClearCam provides clinicians with innovative tools and technologies that improve their vision and skill in the operating room. ClearCam was founded in 2018 and is headquartered in Austin, Texas.",1-10,4.0,Seed,2023-02-16,4000000.0,Seed,7235000.0,4.0,1-10,Private,,,34.0,2.0,Medical Or Veterinary Science; Hygiene,0,2018,7144,False,False
Alchemy Coin,2018-01-01,https://alchemycoin.io,"New York, New York, United States","Financial Services, Lending and Investments","Banking, Financial Services, FinTech",1161678.0,"Debt financing has traditionally been facilitated by conventional banks for the past few centuries. Recently peer-to-peer (P2P) lending platforms such as Lending Tree and Lending Club disrupted the industry as consumers sought alternative financing channels. The P2P ""Revolution""​ was proliferated in the wake of the 2008 economic financial crisis and was further popularized as these platforms offered cheaper and more accessible access to financing. Alchemy believes the P2P lending industry is ripe for another wave of disruption with the incoming adoption of cryptographic technologies. We intend to become the leading P2P lending platform on blockchain technology.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,55811,False,False
A3 Global,2021-01-01,https://www.a3global.com/,"Phoenixville, Pennsylvania, United States","Manufacturing, Transportation","Automotive, Electric Vehicle, Manufacturing",462498.0,"A3 Global keeps critical missions moving by designing, manufacturing, and distributing essential parts, integrated systems, and electrification solutions for commercial and military vehicles. We bring decades of experience from the automotive, engineering, and government services industries together to form a next-generation company focused on the future of transportation.",11-50,,,,,,,,11-50,Private,,,,,,6,2021,36474,False,False
Granger's Mechanical,2018-01-01,https://www.callgrangers.com,"Indio, California, United States","Consumer Electronics, Hardware, Other, Professional Services, Real Estate","Customer Service, Electronics, Heating, Ventilation, and Air Conditioning (HVAC), Service Industry",1095254.0,"Granger's Mechanical is a plumbing and electrical company. Their plumbing, air conditioning, and electrical services include duct cleaning, sanitization, faucet repair, water heater repair, heat load calculations, shower valve repair, slab leak detection, and low-voltage lighting services.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,54402,False,False
Acronym Venture Capital,2020-01-01,https://acronymvc.com/,"Palm Beach, Florida, United States","Financial Services, Lending and Investments","Financial Services, Venture Capital",135150.0,"Acronym Venture Capital invests into unconventional funding rounds in NYC and Rising Markets with a preference for first time and diverse founders. We are an opportunistic fund investing into Late Seed and Series A rounds of Enterprise SaaS and Omni-channel consumer brands that have achieved at least $1m in ARR. We are a value-add fund and invest only when we can leverage our network to assist with revenue generating relationships, recruiting talent, partnership introductions, follow on capital etc. for our portfolio companies. Please note that we do not invest in companies that touch MUSH = Municipality, Utilities, Schools or Hospitals.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,17022,False,False
SkedulApp,2023-07-01,https://skedulapp.com,"Wethersfield, Connecticut, United States","Apps, Software","Apps, SaaS",896788.0,"A platform for Streamlining offline business appointments with our Calendly-inspired app, connecting customers with brick-and-mortar businesses for hassle-free in-person bookings.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2023,49808,False,False
UnicornGTM,2018-01-01,https://www.unicorngtm.com,"Boston, Massachusetts, United States","Other, Professional Services, Sales and Marketing","B2B, Consulting, Sales",2089575.0,"UnicornGTM offers marketing strategies like GoToMarket strategy, growth acceleration, value creation, digital strategy, customer insights, and channel strategy. Their 4D GTM diagnostic helps to assess the alignment of sales, marketing, product, and operations. They also provided services for technology, life science, financial services, SaaS, and manufacturing industries.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,73465,False,False
Frontier Foundry,2023-03-01,http://www.frontierfoundry.com,"Washington, District of Columbia, United States","Biotechnology, Financial Services, Government and Military, Science and Engineering, Software","Financial Services, Government, Life Science, Software",410220.0,"Frontier Foundry is an AI, domain expert who is focused on unimaginable solutions to the most difficult problems. It was founded in 2023.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2023,34305,False,False
Acadia,2021-01-01,https://acadia.io/,"Atlanta, Georgia, United States","Advertising, Commerce and Shopping, Sales and Marketing","Advertising, Digital Marketing, E-Commerce",165521.0,"Acadia is a full-service growth marketing platform offering a full range of digital marketing and media solutions.  Its services span all elements of paid & retail media, earned & owned media, development, and e-commerce, and analytics and intelligence.",101-250,,,,,,,,101-250,Private,,,,,,6,2021,19516,False,False
Hearing Care Partners,2019-01-01,https://www.hearingcarepartners.com,"Farmington, Michigan, United States","Health Care, Media and Entertainment, Music and Audio","Audio, Health Care, Medical",1288762.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,58868,False,False
Measure + Grow,2019-01-01,https://www.measureandgrow.com/,"Little Rock, Arkansas, United States","Advertising, Sales and Marketing","Advertising, Marketing",1696784.0,We have built online brands that grew to $10+ million in sales. Created content that generated millions of readers. Generated thousands of leads.,1-10,,,,,,,,1-10,Private,,,,,,6,2019,66583,False,False
Freedom Company,2019-05-05,https://freedomcompany.co/,"Franklin, Tennessee, United States","Clothing and Apparel, Commerce and Shopping, Design","E-Commerce, Fashion, Retail",88188.0,"American Made Luxury Clothing Brand.  Our Way: Ethically sourced in USA, Exceptionally Designed, Radical Generosity. We are on a mission to inspire people to Wear Great, Do Good™ everyday. We do this by creating your wardrobe fundamentals while creating freedom from others. This ethos is built into everything we do. From our materials and designs, to our non-profit partners, we believe we can all Wear Great, Do Good™.",1-10,2.0,Seed,2022-06-05,750000.0,Seed,1850000.0,1.0,1-10,Private,,,,,,0,2019,11856,False,False
PLAY OUT APPAREL,2020-01-01,https://www.playoutapparel.com/,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Manufacturing, Media and Entertainment, Software","Apparel, Consumer Goods, E-Commerce, Fashion, Metaverse, Textiles",112165.0,"Play Out Apparel is a Gen Z lifestyle brand, leading the next generation of self-expression and fashion by applying equality to design, shopping, and gender expression. Gen Z is a completely new values-driven consumer, commanding a staggering $323B in spending power (as of 2022) and with 56% of them shopping outside of their assigned gender. This isn’t the usual tech deal, Play Out is uniquely targeting the GenZ market, offering a 360 degree Lifestyle Brand to help Gen Z shop their authentic selves in real life and the metaverse. In addition to offering real life apparel, Play Out is also focused on circular fashion and accelerating the development of inclusive digital fashion, the intersection of physical goods with digital goods, and NFTs in the metaverse. Founder Abby Sugar is a mentor at the Founder Institute, Play Out is a Select Portfolio company at the Founder Institute and one of their 50 fastest growing companies of 2021; they already have a lot of serious press including 2021 Forbes Next 1000 List and Forbes Article, and Play Out was profiled in the NYT.",1-10,1.0,,2019-08-12,95000.0,Debt Financing,95000.0,1.0,1-10,Private,,,,,,1,2020,14636,False,False
We Are Working,2019-01-01,https://www.weareworking.com,"Tallahassee, Florida, United States","Administrative Services, Education, Other, Professional Services, Real Estate, Sales and Marketing","Business Development, Marketing, Professional Services, Real Estate, Recruiting, Service Industry, Staffing Agency, Training",1301591.0,"We Are Working is a staffing firm that offers virtual assistant hire, training, coaching, and monitoring services. They provide recruiting services in bookkeeping, data entry, project coordination, report building, schedule management, and expense reporting to marketing agencies, entrepreneurs, real estate brokerages, and accounting firms.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,58592,False,False
GreetGay,2018-01-01,https://GreetGay.com,"New York, New York, United States","Apps, Software",Apps,222900.0,"GreetGay is a new gay-friendly travel app designed for renting housing, goods, and services. Its platform allows LGBTQ+ community members to get essential travel services: rental housing or transport, available meals and entertainment, shuttle services and tour guides, gifts, and travel supplies from other cities and countries. GreetGay was founded in 2018 and headquartered in New York, United States.",1-10,3.0,Seed,2019-05-01,5000.0,Pre-Seed,305000.0,2.0,1-10,Private,,,,,,0,2018,23894,False,False
METATRON CORPORATION,2021-12-29,https://metatroncorporation.com,"Albuquerque, New Mexico, United States","Design, Education, Information Technology, Internet Services, Other, Professional Services, Sales and Marketing","Consulting, Education, Information Technology, Internet, Marketing, Professional Services, Web Design",170901.0,"“Every era has its defining moments, every generation has its icons and heroes whose great inventions capture hearts and minds with their cultural contributions. Do not judge yourself and do not judge others at all. Do not be at a point of judgment, merely be in your discernment that your consciousness may transform and you will walk into your full power. From this place, you may create anything”.",11-50,1.0,Seed,2022-06-18,207000.0,Seed,207000.0,3.0,11-50,Private,,,,,,0,2021,19931,False,False
Easy Expense,2019-11-01,https://easy-expense.com,"Sioux Falls, South Dakota, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Financial Services, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), FinTech, Mobile Apps",305550.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,29037,False,False
Prompt AI,2023-01-01,https://promptai.co/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Data Visualization",20146.0,"Prompt AI offers a platform that enables users to convert visual data into a searchable database, allowing them to prototype visual AI solutions, share their workflows with the larger community, and ask questions about these events, transforming visual data into insights.",1-10,1.0,Seed,2023-09-28,5000000.0,Seed,5000000.0,,1-10,Private,,,,,,0,2023,1402,False,False
Camp Lender,2019-01-01,https://camplender.com,"Elk Rapids, Michigan, United States","Financial Services, Payments","Finance, Financial Services, Payments",3103782.0,Camp lender mission is to help more campers attend camp and help camps thrive financially. They wholeheartedly believe in fixing the broken camp payments model.,1-10,,,,,,,,1-10,Private,,,,,,6,2019,90488,False,False
ANEMOS,2018-01-01,https://www.anemoslosangeles.com,"Santa Monica, California, United States","Commerce and Shopping, Manufacturing","E-Commerce, Retail, Textiles",1712700.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,66282,False,False
PavedRoad,2019-01-01,http://www.pavedroad.io,"Santa Clara, California, United States","Information Technology, Internet Services, Software","Cloud Computing, Developer Platform, Developer Tools, DevOps, Enterprise Software, SaaS, Software",613233.0,"PavedRoad provides a low-code, cloud-native Kubernetes platform for app development. Our platform enables anyone to develop a cloud-native app on any public or private cloud within hours by using our low-code and no-code templates. This comprehensive collection of open-source tool networks encompass the entire Software Development and Operations Lifecycle (SDO) — your complete DevOps",1-10,1.0,,2020-09-01,,Non-equity Assistance,,1.0,1-10,Private,,,,,,3,2019,41843,False,False
CoopaSims Transportation,2018-01-01,https://www.ihauldelivery.com/about-us,"Washington, District of Columbia, United States",Food and Beverage,Food Trucks,2690711.0,"CoopaSims specializes in final mile logistics of mattresses, furniture, appliances, fitness equipment, store fixtures and other large and heavy goods that require two people to deliver.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,84576,False,False
Sign Hill Consulting,2020-01-01,https://www.signhillconsulting.com/,"San Francisco, California, United States","Information Technology, Professional Services","Consulting, IT Management, Management Consulting",2192483.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,75822,False,False
StoneWood Labs,2022-01-01,https://www.stonewoodlabs.com,"Fulton, Maryland, United States","Information Technology, Privacy and Security, Professional Services","Consulting, Cyber Security, Information Technology",2200895.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,76522,False,False
Corporate Impact,2021-01-01,https://www.corporateimpactgroup.com,"Allen, Texas, United States",Professional Services,"Business Development, Consulting, Recruiting",2848002.0,"Corporate Impact offers holiday initiatives, year-round strategy creation, diversity, equity, and inclusion hiring. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,86878,False,False
AmRelieve,2019-01-01,https://amrelieve.com,"Middletown, Delaware, United States","Commerce and Shopping, Health Care","E-Commerce, Health Care, Wellness",301277.0,"AmRelieve is an eCommerce business operating in the health and wellbeing industry. They offer a variety of personal wellness products, including soothesocks, trisoothe CBD gummies, therapy guns, and ultra knee braces for knee pain compression sleeves for women and men.",51-100,,,,,,,,51-100,Private,,,,,,6,2019,28811,False,False
Orange Aliens,2018-01-01,https://orangealiens.com,"Houston, Texas, United States","Design, Information Technology, Internet Services, Sales and Marketing, Software","Brand Marketing, Information Technology, SEO, Software, Web Design, Web Development",1836737.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,68504,False,False
Bridgewater Commercial Real Estate,2018-01-01,http://www.bridgewatercommercial.com,"Tampa, Florida, United States","Financial Services, Real Estate","Commercial Real Estate, Leasing, Property Development, Real Estate, Real Estate Investment",1610949.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,65144,False,False
Luminium Coin,2020-01-01,https://luminiumcoin.com/,"Miami Beach, Florida, United States",Financial Services,"Asset Management, Financial Services, Wealth Management",1371493.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,60435,False,False
Brown Leather Jacket,2018-03-02,https://newyorkleathercompany.com/,"Huntington, New York, United States","Clothing and Apparel, Commerce and Shopping, Design, Sales and Marketing","Apparel, E-Commerce, Fashion, Sales",845760.0,"Brown Leather Jacket EXCLUSIVE DISCOUNTS & FREE DELIVERY At New York Leather Company, we know that when you're looking for a leather jacket, you want to make sure it's going to last. That's why we use only the best materials and craftsmanship to ensure that you get a coat that not only looks good but also lasts for years. But we understand that you don't need to be wearing your leather jacket all year round you need options! That's why we offer premium quality fabrics too, from cotton to fleece. We have them all. We have expanded our portfolio with refined suits & tuxedos in both modern and vintage styles so that you can look great all year long without having to pick up another jacket. So, why settle for just one thing when you can have it all? New York Leather Company is your one-stop online store for all of your leather jacket needs. We offer a variety of styles, fits, and fabrics to suit everybody out there. Whether you're looking for the perfect leather jacket for motorcycle riders, motorcyclists, and motorcycling enthusiasts. Or maybe you need something stylish to wear at a wedding or special event? Whatever it is, New York Leather has something for everyone! We have everything from classic Brown Leather Jackets to more colorful suede options that look great paired with jeans or khakis. Our jackets are made from high-quality materials like real leather and faux fur so they'll last for years to come! You won't find a better selection of affordable fashion apparel anywhere else on the web because we know how important it is to be able to update your wardrobe without breaking the bank affordably!",11-50,,,,,,,,11-50,Private,,,,,,6,2018,48485,False,False
Humantel,2020-01-01,https://www.humantel.com/,"New York, New York, United States","Commerce and Shopping, Data and Analytics, Design, Sales and Marketing","Consumer Reviews, Market Research, Marketing",358524.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,31909,False,False
Ryde On-Demand Pet Concierge,2020-11-01,https://www.petryde.com/,"Spring, Texas, United States","Community and Lifestyle, Consumer Goods, Other, Professional Services, Transportation","Consumer, Consumer Goods, Customer Service, Delivery Service, Pet, Ride Sharing, Transportation",1487910.0,"Ryde is an on-demand pet concierge service designed to make life easier and more convenient for busy pet parents. Our tech-enabled, subscription-based services include transporting pets to and from routine pet care appointments in style, taking care of in-home feedings and potty breaks, and just about anything else that makes pet parenting more convenient. We're elevating the standard in an industry that has lagged behind the needs and expectations of modern pet parents. Everything we do is designed to deliver impeccable service unlike anything found in the pet care industry. Built on the principle of saying “yes” as often as possible, Ryde equips our vehicles with the latest GPS and communications technology to deliver peace of mind to pet parents who’ve turned over their pets to our care.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,62879,False,False
INFI,2019-01-01,https://www.infi.us,"Chicago, Illinois, United States","Apps, Commerce and Shopping, Design, Information Technology, Mobile, Software","Information Technology, Made to Order, Mobile Apps, Web Design",226048.0,,11-50,,,,,,,1.0,11-50,Private,,,1.0,0.0,Electric Communication Technique,6,2019,24096,False,False
Metaverse Public Relations,2021-01-01,http://www.metaversepr.com,"Miami, Florida, United States","Media and Entertainment, Sales and Marketing, Software","Metaverse, Public Relations",1697615.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,66565,False,False
Wylight Technology,2023-09-01,https://wylight.technology,"Lowgap, North Carolina, United States","Information Technology, Software","Information Technology, Software",1759703.0,"Wylight Technology, a professional business technology service provider, empowers businesses by offering custom IT solutions like dedicated servers, website development, and application development.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2023,68377,False,False
ECPunch,2019-01-01,https://ecpunch.com/,"Watsonville, California, United States","Administrative Services, Blockchain and Cryptocurrency, Information Technology, Other, Software","Blockchain, Human Resources, Management Information Systems, SaaS",2353772.0,"ECPunch offers a human centered labor and operational management solution that allows users to manage remote teams from hiring to payroll. ECPunch uses blockchain technology along with mobile to track every single activity performed by teams, demonstrating how blockchain technology can enable supply chain transparency and traceability.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,78979,False,False
Try X Conquer,2021-01-01,http://www.outdoorbesties.com,"San Francisco, California, United States","Community and Lifestyle, Health Care, Travel and Tourism","Communities, Tourism, Wellness",2547889.0,Try X Conquer is a healing collective dedicated to honoring wellness for marginalized people.    We create products and resources that serve three pillars 1) Connection to Nature 2) Digital Information and  3) Community Building to support the needs of people that are actively purging centuries of medical abuse and erasure from outdoor recreation to heal and live well.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,82107,False,False
Trinity,2018-01-01,https://trinityidc.com,"El Dorado Hills, California, United States","Data and Analytics, Hardware, Information Technology, Internet Services, Software","Cloud Infrastructure, Cloud Management, Data Integration",499659.0,"Trinity target vertical's as  packaged solutions for customers who do not have access to the wherewithal to design, build, deploy, & maintain such a solution themselves.It is a data as a service platform, portal, & AI technology delivering hosted cloud solutions.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,37883,False,False
