company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Panoramix Partners,2021-01-01,http://mouse-purple-yjph.squarespace.com,"New York, New York, United States","Financial Services, Professional Services","Consulting, Finance, Financial Services",1146450.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,54813,False,False
Scorch Marker,2020-01-01,https://scorchmarker.com,"Anaheim, California, United States","Commerce and Shopping, Manufacturing, Science and Engineering","Chemical, E-Commerce, Manufacturing, Wood Processing",773589.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,46527,False,False
ConnectGen,2019-01-01,https://connectgen.net,"Tampa, Florida, United States","Administrative Services, Professional Services","Employment, Recruiting, Staffing Agency",2671302.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,84866,False,False
BankSocial,2021-05-05,https://www.banksocial.io,"Dallas, Texas, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software","Blockchain, Cryptocurrency, Financial Exchanges, Financial Services, FinTech",214790.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,0.0,3.0,,6,2,2021,23251,False,False
Clarifi,2021-01-01,https://clarifiloans.com/,"Midlothian, Virginia, United States","Financial Services, Professional Services","Consulting, Financial Services, Lending",1154086.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,54632,False,False
Full-Stack Architecture International,2020-01-01,https://fullstackarchitecture.com/,"Boca Raton, Florida, United States","Administrative Services, Internet Services, Real Estate, Software","Architecture, Archiving Service, Cloud Computing",3211665.0,"Full-Stack Architecture International, LLC is a boutique  company focused on providing transformation architecture services for  Enterprises. Supported technologies include cloud, on-premise,  microservices,  database, legacy, custom and packaged solutions, and Digital Experience Platforms. Services include Digital Transformation Strategies, Pre-sale Plans,  Delivery Management, and Enterprise Architecture Assessments.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,90744,False,False
MetaPro Systems,2021-01-01,https://www.metaprosystems.com/,"Lexington, Massachusetts, United States","Apps, Professional Services, Software","Consulting, Software, Web Apps",948806.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,51086,False,False
Octivity Fitness Collective,2020-01-01,https://www.octivity.com/,"San Diego, California, United States",Health Care,"Health Care, Wellness",2510387.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,81146,False,False
Addilan Group,2019-01-01,https://addilangroup.com,"Norristown, Pennsylvania, United States","Administrative Services, Other, Real Estate","Construction, Facility Management, Project Management",802734.0,"Addilan Group offers critical maintenance, trade services, exterior maintenance, construction, capital projects, construction, capital projects, commercial, industrial construction, refresh projects, capital projects, rebrand programs, remodels, ADA compliance, and rollout programs services.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,47326,False,False
Flex One Capital,2021-01-01,https://flexonecapital.com/,"Los Angeles, California, United States","Financial Services, Lending and Investments","Asset Management, Credit, Financial Services",1063032.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,53021,False,False
Groundswell,2021-09-01,https://www.trygroundswell.com/,"Dallas, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Marketing Automation, Sales Automation",247945.0,"Groundswell does not require learning, logging into, and updating yet another tool. We are the only one to bring product-led sales into the places you already live – CRM and Slack.",1-10,1.0,Seed,2022-10-12,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,2,2021,25616,False,False
Blendots,2019-01-01,https://www.blendots.com,"Reston, Virginia, United States","Information Technology, Internet Services, Software","Information Technology, Internet, Software",2013731.0,"Blendots helps businesses collect customer and employees feedback to provide real time actionable insights. Our insights enables businesses to build strong relation with audiences. We are headquartered in Reston,VA.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,5,2019,71619,False,False
AlkaViva,2020-01-01,https://www.alkaviva.com/,"Reno, Nevada, United States","Health Care, Natural Resources, Sustainability","Water, Water Purification, Wellness",439412.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,0.0,,6,4,2020,35579,False,False
New Ball Game Foundation,2021-01-01,https://www.newballgamefoundation.org,"Denver, Colorado, United States","Education, Other, Social Impact, Sports","Non Profit, Sports, Training",2900902.0,"New Ball Game Foundation is a non-profit organization. They offer teenagers and adults with disabilities the opportunity to participate in youth sports through an assistance coaching program designed to serve as a platform for coaches, kids, and their community.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,87646,False,False
re:collect AI,2021-03-08,https://www.re-collect.ai,"Brooklyn, New York, United States",Software,Software,263094.0,"At re:collect, we’re building an AI-powered thought partner that helps you ideate and create without breaking flow. Designed to mimic how your mind works, we use machine-learning models to connect and retrieve your digital information effortlessly. No tagging, organizing, or linking required. Move beyond managing your information and focus on ideating, creating, and sharing your ideas.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,26593,False,False
OnboardFlow,2020-01-01,http://onboardflow.com,"San Diego, California, United States","Data and Analytics, Software","Analytics, SaaS, Software",481284.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,37199,False,False
Exley Co.,2020-07-16,https://www.exleyco.com/,"Milwaukee, Wisconsin, United States","Advertising, Design, Internet Services, Platforms, Sales and Marketing","Advertising, Digital Marketing, Google, Internet, Search Engine, SEO, Web Design",1173832.0,Digital Marketing Search Engine Optimization SEO Web Design + Development Google Ads Management Search Engine Marketing Social Media Optimization,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,55535,False,False
Plus Investment Technologies,2020-01-01,https://www.plusinvestment.io,"Houston, Texas, United States","Apps, Mobile, Software","Apps, Mobile Apps, Software",1471920.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,61628,False,False
Tree,2021-01-01,https://tree.io,"Nyack, New York, United States","Information Technology, Internet Services","Information Technology, Internet",1537117.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,63480,False,False
Printiepie,2022-01-01,https://printiepie.com/,"Silver Spring, Maryland, United States","Content and Publishing, Media and Entertainment",Printing,2758251.0,"Printiepie is a blog dedicated to providing expert advice and guidance on everything related to printing. Our mission is to help users find the best printers for their specific needs, whether they’re looking for a printer for personal or professional use.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2022,85160,False,False
Big24 Team,2021-01-01,https://big24team.com,"San Antonio, Texas, United States","Government and Military, Other, Professional Services, Real Estate","Consulting, Customer Service, Home Services, Public Safety",2885415.0,"Are you in search of your next property in the San Antonio, TX, community? Big24 Team proudly serves San Antonio and surrounding areas with outstanding Home and Commercial Inspection services. We know how difficult the property process can be, so let us give you a little peace of mind! Our team of professionals will inspect properties from top to bottom so that you know exactly what you're looking at. Big24 Team provides a quick 24-hour turnaround for our clientele with a detailed Home and Commercial Inspection report. If that's not enough, we also provide educational videos on our website www.big24team.com that break down common issues to look for in properties. Reach out to us today to ease your property purchasing process!",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,87841,False,False
Parti Pris Investment Partners,2019-09-01,https://partipris-invest.com/,"Morro Bay, California, United States",Financial Services,"FinTech, Wealth Management",893490.0,"Parti Pris Investment Partners is a WealthTech startup and RIA founded in 2019, providing technology and investment services to support financial advisors in delivering personalized investment services to their clients. We provide a WealthTech platform and investment services that help advisors simplify the delivery of personalized household investment portfolios.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2019,49727,False,False
Pathfinder Health,2020-10-01,https://www.pathfinder.health/,"Seattle, Washington, United States","Apps, Health Care, Mobile, Software","Apps, Health Care, Health Diagnostics, mHealth",306063.0,"Pathfinder Health develops an evidence-based clinical tool to support children's development aged 0-5. The app facilitates communication with physicians, contributing to earlier diagnoses. It also provides step-by-step guidance on how users can best interact with children based on their current stage of development and links to additional information, evidence-based developmental activities, articles, parenting tips, and early intervention services in their area.",11-50,1.0,Seed,2022-01-07,0.0,Seed,0.0,1.0,11-50,Private,,,0.0,1.0,,2,3,2020,29072,False,False
Summit Bartending,2019-01-01,https://www.summitbartending.com,"Greer, South Carolina, United States","Events, Food and Beverage, Media and Entertainment","Catering, Events, Wine And Spirits",1049630.0,"Summit Bartending offers everything from alcohol purchasing all the way to event insurance and clean-up. They serve white wine, red wine, moscato, pinot grigio, riesling, sauvignon blanc, chardonnay, merlot, malbec, pinot noir, zinfandel, and cabernet sauvignon. They also serve non-profit events, non-profit birthday parties, private parties, networking events, and open houses.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,52709,False,False
Nimi,2021-03-01,https://www.nimidev.com,"Oakland, California, United States","Other, Software","Professional Services, Software",619012.0,"Nimi is a product development partner providing high-growth companies and teams with product advisory and staff augmentation.  Through the NimiX accelerator the firm is also building a variety of enterprise and consumer web and mobile apps. Nimi was established in March 2021 by Dilip Ramachandran in Oakland, California.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,42030,False,False
Aloha Management Group,2021-01-01,https://alohamanagementgroup.com,"Dallas, Texas, United States","Education, Professional Services","Business Development, Consulting, Training",350908.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,31528,False,False
Ensemble,2021-01-01,https://www.ensemble.works,"Lincoln, Nebraska, United States","Content and Publishing, Internet Services, Media and Entertainment","Art, Internet, Publishing",108122.0,Ensemble is a publication platform where artists sell artifacts from their creative process and tell the story of their project. Artifacts are auctioned as NFTs on the Zora Protocol.,1-10,1.0,Seed,2021-12-01,100000.0,Pre-Seed,100000.0,,1-10,Private,,,,,,0,3,2021,14193,False,False
Samybot,2020-01-01,https://samybot.com/,"Colorado Springs, Colorado, United States","Advertising, Media and Entertainment, Professional Services, Sales and Marketing","Advertising, Advice, Consulting, Digital Marketing, Marketing",992109.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,4,2020,52174,False,False
LawyerLeadMachine,2021-01-01,https://www.lawyerleadmachine.com,"Los Angeles, California, United States","Internet Services, Sales and Marketing","Content Marketing, Digital Marketing, SEO",2093032.0,"LawyerLeadMachine is a lawyer SEO marketing agency that offers digital marketing and operations services. They provide content marketing, lead generation and automation, search engine optimization, and SEO strategy services.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,73417,False,False
Herogo TV,2020-01-01,https://www.herogotv.com/,"Houston, Texas, United States","Media and Entertainment, Video","Content, Media and Entertainment, TV Production",366377.0,"Herogo TV is a cutting-edge digital streaming platform that offers a remarkable selection of movies, TV shows, and FAST channels to provide users with an immersive and captivating entertainment experience. With a focus on delivering quality content and convenience, Herogo TV brings together a wide range of entertainment options in one user-friendly platform. At Herogo TV, we understand the diverse preferences and needs of our audience. At Herogo TV, we are passionate about redefining the way people consume entertainment. With our commitment to quality, convenience, and customer satisfaction, we invite you to embark on a captivating journey into a world of mesmerizing entertainment with Herogo TV.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,32290,False,False
The Alliance for Commercial Technology in Government,2020-01-01,http://the-alliance.io,"Washington, District of Columbia, United States",Government and Military,Government,1670979.0,"The Alliance for Commercial Technology in Government speaks to new companies and the commercial tech division, supporting approaches that can move forward government administrations and keep up a competitive advantage by bringing more tech into government programs.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,65514,False,False
Divocate,2021-01-01,https://www.divocate.com,"Beverly Hills, California, United States","Other, Professional Services","Business Development, Consulting, Legal, Management Consulting, Small and Medium Businesses",422862.0,"We are full-stack legal and fund-raising consultants; we operate behind the scenes, preparing vetted and compelling data rooms used by top-tier entrepreneurs to secure investments from major players around the globe. Our team guides founders, entrepreneurs, and General Partners through the entire process, starting from refining your value proposition to negotiating term sheets and investment agreements. Our expertise spans across various stages of investments, evident from early stages to Series D rounds.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,34877,False,False
Omnigres,2022-01-01,https://omnigres.com/,"San Francisco, California, United States","Data and Analytics, Information Technology, Internet Services, Software","Cloud Computing, Cloud Data Services, Data Integration, Developer Tools, IT Infrastructure, Open Source",197367.0,"Omnigres is a developer of an integrated data-computed cloud on top of an open-source Postgres platform, offering a collection of Postgres extensions and tools for managing data. It was founded in 2022 and is headquartered in San Francisco, California.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2022,21933,False,False
Alina General Trading,2020-01-01,https://alinagt.com,"Lebanon, New Hampshire, United States","Commerce and Shopping, Transportation","Logistics, Transportation, Wholesale",1575752.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,64285,False,False
DingDingNow,2020-01-01,https://dingdingnow.com/,"Washington, District of Columbia, United States","Community and Lifestyle, Internet Services","Internet, Social",2565258.0,"DingDongNow is an early stage start up venture focused on video based social interactions, live mentoring and virtual event hosting.  DingDongNow provides an integrated user experience to manage availability, set prices and for users to host or attend one on one or group video interactions.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,4,2020,83414,False,False
We Buy Catalytic Converters,2020-01-01,https://tulsacatalyticconverterbuyer.com/,"Tulsa, Oklahoma, United States",Transportation,Automotive,1720300.0,"Tulsa Catalytic Converter Buyer is your one stop shop when looking to part ways with your converters. You can confidently know that you’ll receive only the highest grade of customer service for our industry. We commit ourselves to being the highest standard when it comes to turning your scrap metal Tulsa into cold hard cash. Our team of professionals will help you through the simple process, making sure you leave us feeling completely satisfied.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,67628,False,False
RWB Trucking,2020-01-01,https://www.rwbtrucking.com,"Woodridge, Illinois, United States",Transportation,"Freight Service, Logistics, Transportation",657800.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,43262,False,False
Userbit app,2019-01-01,https://userbitapp.com,"Brooklyn, New York, United States","Apps, Data and Analytics, Design, Navigation and Mapping, Software","Apps, Consumer Research, Developer Tools, Mapping Services, Product Research, UX Design",823050.0,"UserBit is a real-time toolkit that assists UX and product teams in better understanding business and consumer needs. Another centralized location for all client research organize ( interviews, feedback, audio, video, and notes), analyze (tagging, affinity diagrams, word clouds, and more), UX Tools (build and export design deliverables like case-study reports, personas, journey maps, and visual sitemaps).",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,47884,False,False
Chou Chou Productions,2019-01-01,https://docscantlin.com,"Huntingtown, Maryland, United States","Media and Entertainment, Music and Audio","Media and Entertainment, Music, Performing Arts",2108195.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,73170,False,False
Heck Realty Group,2020-01-01,https://www.heckrealtygroup.com,"North Miami Beach, Florida, United States",Real Estate,Real Estate,3078071.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,89529,False,False
Revenyze,2021-11-10,https://www.revenyze.com/,"New York, New York, United States","Data and Analytics, Software","Analytics, Business Intelligence, SaaS, Software",731513.0,"Revenyze is a B2B revenue intelligence platform aimed to help middle-sized businesses сreate a single source of truth for all revenue-related data and immediately get powerful dashboards to reveal hidden insights without the need for a dedicated data analyst. Put an end to manual reporting, bring real visibility to the entire sales process.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,45401,False,False
Tamdrea,2019-01-01,https://tamdrea.com,"Houston, Texas, United States","Consumer Electronics, Hardware, Software","Computer, Software",1489044.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,62857,False,False
Action Delivers,2022-01-01,https://www.actiondelivers.com,"Fenton, Missouri, United States",Transportation,"Delivery Service, Freight Service, Transportation",2080800.0,"Action Delivers specialized delivery service. They provide freight and package transportation, and delivery services. The company's contact modes are mail, phone, and physical address.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,73601,False,False
Darwin Global Partners,2020-10-10,https://darwin-gp.com,"New York, New York, United States","Internet Services, Sales and Marketing","Marketing, SEO",2833012.0,"In 2012, the company first appeared in SEO and has since become a key player in the market. In 2014 was launched an AI-based high-tech SeoShield product that has revolutionized the world market on SEO. More than 1000 companies use it every day. Today Darwin Global Partners is an international company, being an active US resident, providing business with a constant flow of clients around the world.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,3,2020,87123,False,False
Coinscribble,2018-07-01,https://coinscribble.com,"New York, New York, United States","Blockchain and Cryptocurrency, Content and Publishing, Financial Services, Internet Services, Media and Entertainment, Payments, Sales and Marketing, Software","Cryptocurrency, Marketing, News, Public Relations, Web3",303001.0,Coinscribble is a crypto PR release news wire that helps Web3 companies get guaranteed coverage from hundreds of top blockchain media sites.,11-50,0.0,M&A,,0.0,,0.0,1.0,11-50,Private,,,,,,5,5,2018,28893,False,False
S2STEM,2018-04-10,https://www.s2stem.com,"Garnet Valley, Pennsylvania, United States","Education, Science and Engineering",STEM Education,2365541.0,S2STEM is a STEM Education Center.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,3.0,,6,5,2018,78785,False,False
DoneOps,2020-03-06,https://www.doneops.com,"Henderson, Nevada, United States","Information Technology, Other, Software","Information Technology, IT Management, Professional Services, Software, Web Development",793294.0,"We design, build, and maintain infrastructure so your devs don't have to.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,47079,False,False
WellWell,2020-01-01,https://wellwellusa.com,"Hoboken, New Jersey, United States","Food and Beverage, Health Care, Internet Services, Sports","Fitness, Health Care, Mental Health, Nutrition, Online Portals, Wellness",925803.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,50501,False,False
Adaptive Search Partners,2021-01-01,https://adaptivesearchpartners.com,"Wake Forest, North Carolina, United States","Administrative Services, Education, Professional Services","Human Resources, Recruiting, Staffing Agency, Training",1258424.0,"Adaptive Search Partners provides recruiting services. They provide executive search, board search, executive assessment, executive transitions, and c-suite succession pipeline services for industrial, manufacturing, technology, digital transformation, supply chain, and consumer durables sectors. They address inquiries through phone calls and online applications.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,57907,False,False
Dynamic 3.0,2022-02-01,https://dynamic3.io/,"New York, New York, United States","Blockchain and Cryptocurrency, Internet Services, Software","Software, Web3",579650.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,40741,False,False
Home & Shore Vet,2020-01-01,https://homeandshorevet.com,"Ocean City, New Jersey, United States","Community and Lifestyle, Health Care","Health Care, Pet, Veterinary",2085580.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,73535,False,False
Pinnacles Prep,2019-01-01,https://www.pinnaclesprep.org,"Wenatchee, Washington, United States","Community and Lifestyle, Education","Charter Schools, Children, Education",1245784.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,56700,False,False
True Home,2019-01-01,https://true-home.com,"Denver, Colorado, United States",Information Technology,"Information Services, Information Technology",581243.0,"True Home is a home concierge service providing a dedicated point of contact for home improvement and maintenance. Using the True Home platform, homeowners can schedule all routine maintenance from lawn care to carpet cleaning or house painting. Homeowners also use the dedicated concierge for larger home projects which range from refinishing floors to re-landscaping a yard or remodeling a house.  True Home's platform provides a trusted and transparent way to interact with contractors, document change orders and issue payments once the work is complete.  Since homeowners contract directly with True Home which in turn subcontracts the work to the chosen contractor, True Home provides a dedicated point of contact for the entire home improvement journey to ensure that the homeowner is delighted with the work and services being completed. The True Home concierge service is available on a subscription basis for homeowners and real estate investors which may own more than one home at a rate of $99 per month for the first home and $49 per month for each additional home managed by the user. True Home also provides a free tier available to all homeowners who can enter the information about their current home and get reminders when it is time for regular maintenance items",1-10,1.0,Seed,2020-09-01,0.0,Seed,0.0,1.0,1-10,Private,,,,,,2,5,2019,40795,False,False
Inventurist Inc.,2019-04-01,https://www.inventurist.ai,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Machine Learning, SaaS",200484.0,"Inventurist offers an AI-based SaaS Platform that streamlines the process of de-risking new product concepts by discovering and validating innovative products that will have the highest chance for success in the market.  The Platform helps product teams eliminate unknowns in a product concept and answering questions about all important aspects such as technology, product features and pricing, target market and customer segments, team and skills needed, budget requirements and projected ROI, and the optimal business model.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,4,2019,22158,False,False
eDesign Tribe,2018-08-01,https://www.edesigntribe.com,"Gainesville, Florida, United States","Design, Other, Real Estate","Interior Design, Professional Services",1681809.0,"The eDesign Platform has provided hundreds of small businesses with the tools to take their audience from local to global, in turn, giving consumers a central place to find the right designers for their projects at a reasonable and fair cost. The platform consists of photorealistic, user-friendly rendering programs and other ways to source products that their clients won’t find all over the internet- again.",1-10,0.0,M&A,,0.0,,0.0,,1-10,Private,,,,,,5,5,2018,66877,False,False
Gudwitch,2019-01-01,https://gudwitch.com,"Long Beach, California, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Consumer Goods, E-Commerce, Fashion, Shoes",2203472.0,"Gudwitch provides fashion products. Their product includes aces slip, fisher knit sweater, dingo flame boots, o'leary leather pants, kasper forest blazer, butterfly brown boots, and 80s dorothy heels. They provide inquiries through online applications.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,74800,False,False
TechWaze XR,2021-07-14,https://www.TechWazeXR.com,"New York, New York, United States",Information Technology,Information Technology,912473.0,"We are an advanced technology company with a solution-driven, subscription-based platform. Our mission is to empower and transform workplaces with innovative mixed and extended augmented reality technology. Our goal is to make the expression “if you could only see through my eyes” a reality. Our technology and 360 customized platform offers enhanced MR/XR augmented solutions for various industries such as energy, healthcare, real-estate development, manufacturing, construction, law enforcement, first responders, field service, architecture, and many more.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,2,2021,50193,False,False
