company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Wayleadr,2018-01-01,https://www.wayleadr.com,"New York, New York, United States","Information Technology, Software","Information Technology, Software",30786.0,Wayleadr reimagines the last mile of the journey by connecting smart buildings and vehicles to save people time.,11-50,1.0,,2022-04-04,4000000.0,Venture - Series Unknown,4000000.0,1.0,11-50,Private,,,,,,1,6,2018,3394,False,False
GeekSpotters,2020-01-01,https://geekspotters.com/,"Miami, Florida, United States","Information Technology, Other, Professional Services, Software","Recruiting, Software, Technical Support",2642166.0,GeekSpotters simplifies technical recruiting for everyone involved. They have designed a software solution that minimizes the duplication of effort that can occur when working with an outside agency.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,83726,False,False
Fossil Manufacturing,2019-01-01,https://fossilmfg.com,"Granbury, Texas, United States","Design, Manufacturing","Industrial, Manufacturing, Product Design",1485848.0,"Fossil Manufacturing is a manufacturer of vapor recovery units and vapor recovery towers for natural gas and oil production facilities. They provide vapor recovery, gas lift, and emission-related products. Their VRUs utilize rotary screw gas compressors or reciprocating gas compressors, depending on the client's application.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,62917,False,False
400 DAYZE,2020-01-01,https://www.400dayze.com/,"Los Angeles, California, United States","Events, Media and Entertainment, Music and Audio","Concerts, Media and Entertainment, Music",2632814.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,83888,False,False
Liber8,2021-01-01,https://liber8.health,"Sebastian, Florida, United States",Health Care,Health Care,417945.0,Liber8  is a data-driven and heart-centered strategy to accelerate nervous system health advances.,1-10,1.0,Seed,2023-07-26,0.0,Seed,0.0,,1-10,Private,,,,,,2,3,2021,34645,False,False
Medzcure,2019-10-16,https://medzcure.com/,"Miami, Florida, United States",Health Care,Health Care,1441388.0,"Medzcure is the most leading supplier and exporter of medications. This company is ahead of the game. So, it is possible to get the following medication at cheaper rates.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2019,60617,False,False
Tracking Numbers,2024-01-01,https://trackingnumbers.net/,"New York, New York, United States","Administrative Services, Commerce and Shopping, Information Technology, Software, Transportation","Courier Service, E-Commerce, Information Technology, Logistics, Shipping, Software",219851.0,"In the interconnected world we live in, the need for reliable and comprehensive package tracking services has never been greater. As a global leader in the industry, we take pride in our extensive network of 1122 couriers spread across the world. Our commitment is to provide you with a seamless and secure package tracking experience, ensuring your parcels are monitored at every step of their journey. Couriers 1122 Worldwide Our expansive courier network spans across 1122 destinations globally, ensuring that no matter where your package is headed, we have a presence. This extensive coverage guarantees that you can rely on us for tracking parcels sent or received from virtually any corner of the globe. Effortlessly track your packages online with our user-friendly interface. We understand the importance of real-time information, and our system is designed to provide you with up-to-the-minute updates on your parcel's location and status. Whether it's a local or international shipment, our tracking service has you covered. We prioritize the security of your information. Unlike some tracking services, we do not store any data you provide. Your privacy is paramount, and our commitment to securing your information is unwavering. The package tracking data you receive is sourced directly from courier services through a secure HTTPS connection, ensuring that your sensitive information remains confidential.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,0,2024,23663,False,False
AstronetX,2019-01-01,https://www.astronetx.com,"Boston, Massachusetts, United States","Data and Analytics, Information Technology, Software, Transportation","Database, Information Technology, Space Travel",387869.0,"AstronetX makes space-based observational and database services available to the global space science community and defense customers. It offers observatory constellations and facilitates space missions in order to enable research and further studies on the galaxy and solar system, among individuals of the space and scientific community.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,33296,False,False
HireBrick,2023-01-01,https://hirebrick.com,"Lewes, Delaware, United States","Administrative Services, Internet Services, Professional Services","Consulting, Human Resources, Online Portals, Recruiting, Staffing Agency",70613.0,,11-50,1.0,Seed,2024-01-01,35000.0,Pre-Seed,35000.0,1.0,11-50,Private,,,,,,0,1,2023,9620,False,False
The TaskMaster ATS,2018-01-01,http://thetaskmaster.org,"San Francisco, California, United States","Information Technology, Professional Services, Software","Information Technology, Recruiting, Software",3115061.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,6,2018,90356,False,False
GROUPHUG,2018-01-01,https://grouphugtech.com,"New York, New York, United States","Commerce and Shopping, Energy, Natural Resources, Sustainability","E-Commerce, Renewable Energy, Retail, Solar, Sustainability",399965.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,33851,False,False
Alpha Drones,2020-01-01,https://alphadronesusa.com/alpha-aviation-inc,"Morristown, New Jersey, United States","Consumer Electronics, Consumer Goods, Content and Publishing, Education, Hardware, Media and Entertainment","Drones, Photography, Training",1208093.0,"Alpha Drones offers aircraft services such as aircraft rental services, pilot training, and drone pilot certification. They provide real estate drone services, including aerial drone photography, aerial drone videography, and matterport scan services. They also provide custom-made floor plans for private and commercial properties.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,56107,False,False
Buy Blvd,2023-10-25,https://buyblvd.com,"Los Angeles, California, United States","Commerce and Shopping, Hardware, Software","Retail Technology, Software",128809.0,"Buy Blvd is building a search and discovery platform that aggregates the inventories of independent brick and mortal apparel retailers, adding digital convenience to in-person experience.",1-10,1.0,Seed,2023-11-28,7500.0,Angel,7500.0,2.0,1-10,Private,,,,,,0,0,2023,16383,False,False
beBOLD Digital,2019-01-01,https://www.bebolddigital.com,"Los Angeles, California, United States","Advertising, Information Technology, Sales and Marketing","Advertising, Information Technology, Marketing",403950.0,"beBOLD Digital is a Full Service Amazon Management and Marketing Agency Focused Only on Beauty (Premium and Professional Beauty for both Vendor (1P) and Seller Central (3P). With our focus and expertise in Beauty, we grow our client’s businesses with an emphasis on goal alignment, efficient advertising, and personalized retail management that includes full-funnel strategies, and marketplace leadership. We aim to grow your business/brand through new consumer acquisition and retention to push your ecommerce presence to the next level.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,34039,False,False
Marketer Brothers,2019-01-01,https://www.marketerbros.com/,"Denver, Colorado, United States","Advertising, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing, Software","Advertising, Consulting, Lead Generation, SEO, Social Media, Web Development",1319122.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,58207,False,False
Prime Beverage,2019-01-01,https://primebev.com,"Kannapolis, North Carolina, United States","Administrative Services, Commerce and Shopping, Transportation","Packaging Services, Warehousing, Wholesale",313929.0,"Prime Beverage is a beverage packaging company that offers services such as research and development, formula invention and validation, procurement support, batching and processing solutions, filling, packaging, warehousing, and distribution. Product development, HPLC lab testing, thermal process verification, micro lab testing, and other types of quality testing are among the services they provide.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,29544,False,False
Amni,2020-01-01,https://amni.io,"Berkeley, California, United States",Financial Services,FinTech,210618.0,"FinTech, Micro-savings and investing Platform,",1-10,1.0,Seed,2020-05-01,105000.0,Pre-Seed,105000.0,3.0,1-10,Private,,,,,,0,4,2020,22934,False,False
IAP2 USA,2020-01-01,https://iap2usa.org,"Westminster, Colorado, United States",Sales and Marketing,Public Relations,1692017.0,"IAP2 USA IAP2 USA is an organisation that leads, advances, and advocates for public participation practices. They provide support for public participation and community engagement practitioners. The company's contact modes are mail, phone, and physical address.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,66680,False,False
Ye Olde Robotics Company,2021-03-09,http://yorc.global,"San Francisco, California, United States","Hardware, Manufacturing, Science and Engineering, Software","Industrial Automation, Manufacturing, Robotics",934681.0,"Customized, Open-Source Robotic Solutions For Manufacturing",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2021,50741,False,False
Coinplan,2018-01-01,https://www.coinplan.io/,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software","Asset Management, Cryptocurrency, Financial Services, FinTech, Trading Platform, Wealth Management",665916.0,"Manage your entire portfolio, monitor market performance and invest in pre-built, thematic portfolios. We make crypto investing & diversification easy.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,6,2018,43482,False,False
WONWORLD ADVISORS,2019-01-01,https://www.wonworldadvisors.com/,"Lorton, Virginia, United States",Information Technology,Information Technology,2702208.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,84409,False,False
Koviem,2018-01-15,https://www.koviem.com,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Design, Other","Consumer, E-Commerce, Fashion",2397742.0,"Koviem is an online retailer for women's custom suits. Using the unique measurements of each individual, Koviem ensures the perfect fit. Clients can choose from a curated selection of suits and fabrics. The options are limitless as the Koviem also offers a bespoke service for truly unique items.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,79773,False,False
HealthITq,2018-02-01,https://HealthITq.com,"Atlanta, Georgia, United States","Health Care, Information Technology, Professional Services, Software","Consulting, Health Care, Information Technology, Recruiting, Software",639688.0,"HealthITq is a ubiquitous platform that simplifies the complex search for healthcare IT talent once and for all. HealthITq is an agile talent, market-transforming platform for sourcing information technology consultants across all healthcare industry venues to include hospitals, clinics, physicians, software vendors, and recruiters. HealthITq’s mission is to enhance the availability, sustainability, capability, adaptability, and accountability of talent to meet short and long term needs. HealthITq provides any healthcare industry business entity seeking specific abilities a turnkey solution; qualified consultants matched to specific needs, time-saving software to source them, and the complete back office service to contract. Matching expert healthcare IT talent to the open positions in healthcare has proven challenging -- until now. Navigating multiple job boards and recruiting agencies in hope of finding talent who can deliver precisely what is needed when it is needed is a thing of the past thanks to HealthITq.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,6,2018,42705,False,False
Booyah Advertising,2021-01-01,https://www.booyahadvertising.com,"Denver, Colorado, United States","Advertising, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Creative Agency, Digital Marketing, Digital Media, Marketing, SEO, Social Media, Social Media Advertising, Social Media Marketing",196242.0,"Booyah Advertising is a digital marketing agency based in Denver, CO. We partner with companies who believe in using digital to drive their business forward. Our service offerings include Paid Search Advertising, Paid Social Advertising, Display and Video Advertising, Amazon Advertising, SEO, Content Marketing, and Creative. Transparent andforthright in our approach, we care about making your campaigns work. A lot. Data is our foundation for every decision, from media planning to creative design, and we assign trackable KPIs to even the most nebulous tactics. We'll always tell you what's working and what's not. With real, straightforward relationships at the core of what we do, we manage over $100M in media each year for brands like Western Union, Unilever, Dish, Discover Card, Dice.com, Aspen Skiing Company, and Shane Co. We've also worked with hundreds of local brands, startups, and one-person shops with more modest budgets. It's hard to sum up what makes Booyah different. But when you know it, you know it. It's what keeps our clients and employees sticking around year after year. It might be how evidently we sweat the little details. It might be our jovial and supportive culture. Maybe it's our Western earnestness. Whatever ""it"" is for your brand, you will find a diligent partner in Booyah. If it seems we're both going the same places, let's go there together.",101-250,0.0,,,0.0,,0.0,3.0,101-250,Private,,,0.0,2.0,,6,3,2021,21838,False,False
Sun Chaser,2019-06-01,https://drinksunchaser.com/,"San Diego, California, United States",Food and Beverage,Food and Beverage,533084.0,"At Sun Chaser, we make alcohol-free drinks designed to give you a buzz. No more sacrificing your health for a good time. Our all-natural buzz comes from a group of supplements shown to effect mood. We've combined these with delicious juices, for a ready to drink mocktail, with a buzz!",1-10,1.0,,2021-02-01,0.0,Non-equity Assistance,0.0,1.0,1-10,Private,,,,,,3,4,2019,39134,False,False
PYYNE,2020-01-01,https://www.pyyne.com/,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Consulting, Digital Media",262285.0,"Pyyne is an engineering consultancy that focuses on digital co-creation, cloud engineering, data and ai, and strategy and advisory. It partners with companies to push the boundaries of what’s possible; through collaborative and agile processes they accelerate digital innovation and move new products and features to market faster, creating pixel-perfect user experiences that customers love without compromising technical excellence.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,26537,False,False
Craiyon,2022-01-01,https://www.craiyon.com,"Houston, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI",156235.0,"Craiyon is a free AI image generator that creates unique art from text prompts using advanced in-house developed technology. Previously known as DALL-E mini, Craiyon allows users to turn their imagination into AI generated images and artworks in seconds. Craiyon constantly improves its text-to-image models to enhance the AI art experience.",1-10,1.0,Seed,2023-04-10,0.0,Pre-Seed,0.0,,1-10,Private,,,0.0,0.0,,2,2,2022,18779,False,False
Square Baby,2018-01-01,https://squarebaby.com/,"Orinda, California, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage","Baby, E-Commerce, Food and Beverage",76756.0,"Square Baby is rooted in nutrition science that offers 100% daily nutrition customized for kids' specific dietary needs. With Square Baby, each meal is completely balanced and the Square Meal System™ delivers 100% of a baby’s daily recommended servings of fruit, veggies, protein, and grains. The company was founded in 2018 and is headquartered in Orinda, California.",1-10,2.0,Seed,2022-08-10,1800000.0,Seed,1800000.0,1.0,1-10,Private,,,,,,0,6,2018,10403,False,False
SellPQ,2018-01-01,https://sellpq.com/,"Philadelphia, Pennsylvania, United States","Sales and Marketing, Software","Marketing, Software",2519656.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,82588,False,False
Life Size: Tiny Communities,2018-09-18,http://lifesizetinycommunities.com,"Littleton, Colorado, United States",Real Estate,Real Estate,2714108.0,"The ""missing middle"" went missing back in the 1940's. We are now faced with a massive lack of attainable ""starter"" homes for rising wage earners and middle class America. People all across the nation are looking to alternative means of housing, including the Tiny House Movement. LSTC is a real estate development startup company seeking investment capital. Our sole mission and purpose to normalize movable tiny houses as full-time, permanent dwellings for any and all individuals/families who choose living tiny. Educating, advocating and employing the means necessary to work with local cities, counties and jurisdictions in an effort to create definition, standards and a premier template community to be used on a national scale.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,84240,False,False
SYNERGY INTERACTIVE LLC,2019-09-05,https://www.synergyinteractiv.com/,"Santa Monica, California, United States","Advertising, Sales and Marketing","Affiliate Marketing, Digital Marketing",386425.0,A carefully curated network of branded advertising campaigns designed to maximize the revenue of its email publishers.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,33233,False,False
Maven Energy,2021-01-01,https://mavenenergyus.com,"Stamford, Connecticut, United States","Energy, Sustainability","Energy, Renewable Energy, Sustainability",355588.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,31758,False,False
Lil Big Things LLC,2020-01-01,https://littlebigthings.dev,"Sheridan, Wyoming, United States","Internet Services, Software","Internet, Software",865581.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,49012,False,False
Jaxangels,2019-01-01,https://www.jaxangels.com/,"Jacksonville, Florida, United States","Financial Services, Lending and Investments, Other","Angel Investment, Financial Services, Professional Services",1104237.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,54180,False,False
MSAAQ,2020-01-01,https://msaaq.com,"Sheridan, Wyoming, United States","Education, Software","E-Learning, EdTech, Education",331143.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,30488,False,False
Andrews Educational Institute,2020-01-01,https://andrewseducationalinstitute.org,"Orlando, Florida, United States","Education, Other, Professional Services, Social Impact","Consulting, Education, Non Profit, Training",2104301.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,73240,False,False
Mirage Studio,2020-01-01,https://miragestudio.ai,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",440705.0,"Mirage Studio is an A.I.-based high-end product photographer. It was founded in 2020 and is located in San Francisco, California.",1-10,1.0,,2020-08-22,0.0,Venture - Series Unknown,0.0,,1-10,Private,,,,,,3,4,2020,35615,False,False
Dudley Resources,2019-01-01,https://www.viprentalsva.com/,"Henrico, North Carolina, United States",Real Estate,"Commercial Real Estate, Real Estate, Rental Property",1410174.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,61275,False,False
QriosityNet,2020-08-24,https://qriositynet.com,"Honolulu, Hawaii, United States","Administrative Services, Education, Internet Services, Media and Entertainment","Education, Human Resources, Social Media",2119446.0,Access preassessed candidates for your next hire - Launched at the Founder Institute.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2020,74547,False,False
Balanced Pharma,2018-01-01,https://balancedpharma.com/,"Cornelius, North Carolina, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Dental, Medical, Pharmaceutical",129609.0,"Balanced Pharma is a medical and dental pharmaceutical company that develops and manufactures local anesthetic drugs and devices that contribute to patient comfort and safety. The company maintains a team of individuals and organizations that enable the development and commercialization of the Libracaine product line. Balanced Pharma is located in Cornelius, North Carolina, and was founded by John Scott Keadle.",1-10,2.0,,2022-02-18,2011300.0,Venture - Series Unknown,2492425.0,1.0,1-10,Private,,,3.0,0.0,Medical Or Veterinary Science; Hygiene,1,6,2018,16461,False,False
Pearl,2020-03-01,https://usepearl.com,"Los Angeles, California, United States",Professional Services,Recruiting,1809286.0,"For people who want to work at a startup but don't know where to look, Pearl is an SMS-based hiring network for the startup world that connects candidates directly to founding teams who are offering positions that are relevant to their skills & interests. Unlike AngelList, our service is blazingly fast while maintaining a high degree of talent curation so hiring managers can spend more time with the right talent.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,68988,False,False
Aloft VC,2019-10-24,https://www.aloftvc.com/,"San Francisco, California, United States","Financial Services, Lending and Investments",Venture Capital,260870.0,Aloft Ventures is an early stage venture capital firm that invests in technology companies.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,1.0,,6,4,2019,26456,False,False
Ardius,2018-01-01,http://www.ardius.com,"Brea, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), FinTech, Machine Learning, Software",169883.0,"Ardius is a rethinking tax with automation, AI, and technology.",51-100,3.0,M&A,2021-01-01,0.0,Seed,0.0,1.0,51-100,Private,,,,,,2,6,2018,19849,False,False
Hunter Claims,2018-01-01,https://hunterclaims.com,"Tampa, Florida, United States","Financial Services, Other, Professional Services","Consulting, Insurance, Professional Services",2133765.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,74333,False,False
Pepper,2018-01-01,https://www.peppersf.com,"San Francisco, California, United States","Food and Beverage, Hardware, Health Care, Information Technology, Software","Data Center, Developer APIs, Health Care, Nutrition, Restaurants",101578.0,"Pepper is building a suite of nutrition APIs that help health, food, insurance, and technology companies build better user experiences and make smarter business decisions.",1-10,1.0,Seed,2019-08-19,150000.0,Pre-Seed,150000.0,1.0,1-10,Private,,,0.0,3.0,,0,6,2018,13474,False,False
Tengo,2018-01-01,https://www.tengo.co,"Miami, Florida, United States","Information Technology, Professional Services, Software","Consulting, Information Technology, Software",384753.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,6,2018,33167,False,False
KEIKO,2018-01-01,https://babykeiko.com/,"Honolulu, Hawaii, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Sustainability","Baby, E-Commerce, Fashion, Parenting, Sustainability",141665.0,"KEIKO (babykeiko.com) is an innovative & planet-friendly WELLBEGINNING babywear B Corp brand that is disrupting the traditional apparel market with its secret sauce - “World’s Softest"" fabric! Check out instagram.com/keikobabyclothing/",1-10,1.0,Seed,2020-06-01,250000.0,Pre-Seed,250000.0,2.0,1-10,Private,,,,,,0,6,2018,17605,False,False
Intellus Worldwide,2018-01-01,https://www.intellus.org/,"Clermont, Florida, United States","Biotechnology, Health Care, Professional Services, Science and Engineering","Biotechnology, Consulting, Health Care, Pharmaceutical",1270802.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,57646,False,False
UAPP,2018-01-01,https://uapp-llc.com,"Wilmington, Delaware, United States","Information Technology, Professional Services, Software","Consulting, Information Technology, Software, Web Development",1601265.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,6,2018,63787,False,False
Philly Solidarity,2021-01-01,https://www.phillysolidarity.com,"Philadelphia, Pennsylvania, United States","Advertising, Community and Lifestyle, Other, Social Impact","Advertising Platforms, Non Profit, Social",2387695.0,"Philly Solidarity offers understanding and solidarity across communities and inspires positive cultural shifts. They provide aspirations and concerns, understanding, and solidarity across communities. They address inquiries through and email.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,79931,False,False
Dynamic Infrastructure,2018-01-01,http://diglobal.tech/,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Other, Real Estate, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Construction, Infrastructure, Transportation",229461.0,Dynamic Infrastructure is building the first analyzed visual repository for mega-infrastructure maintenance leveraging the collective professional knowledge from thousands of engineers  to support local decision making.,11-50,2.0,Seed,2022-08-05,0.0,Seed,0.0,2.0,11-50,Private,,,,,,2,6,2018,24378,False,False
DANO Network,2022-03-01,https://danotv.app/,"Los Angeles, California, United States","Content and Publishing, Media and Entertainment, Video","Film Distribution, Film Production, Video Streaming",1066325.0,"Free video on demand service created by filmmakers. DANO hosts a perfect mixture of Independent films and Blockbuster films.  Available on Samsung TV, Apple TV, XBOX, Oculus, and more.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2022,53111,False,False
KeyMail,2021-01-01,https://www.keymailinbox.com/,"Los Angeles, California, United States","Information Technology, Internet Services, Messaging and Telecommunications, Software","Email, Productivity Tools, SaaS, Software",803205.0,"Our mission is to save young professionals over an hour each day with a seamless email experience. We aim to provide you with a software that allows you to optimize your time spent on email. We achieve our mission with three main features:  - **Inbox Zero** (start new with an email dashboard that is no longer just a stack of unread and read emails) - **Unsubscribe from Subscriptions** (prioritize the important messages in your life and stop feeling overwhelmed) - **Customizable Email Dashboard** (to prioritize important emails, KeyMail allows you to create customizable inboxes based off tags, contacts, projects, contacts, etc.)",1-10,1.0,,2021-07-01,0.0,Non-equity Assistance,0.0,1.0,1-10,Private,,,,,,3,3,2021,47337,False,False
