company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Tendrils IO,2020-01-01,https://www.tendrilsio.com,"Flower Mound, Texas, United States","Financial Services, Information Technology, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing, Software, Transportation","Accounting, CRM, Shipping, Social Media",1758634.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,66910,False,False
Emerging Human,2020-01-01,https://emerginghuman.com/,"Boulder, Colorado, United States","Education, Other","Professional Services, Training",2083700.0,"Emerging Human grew out of their parent company, Emerging Women, in response to the demand for their programs to reach a wider audience of top talent ready to change the way they lead. They discovered that whether you identify as a woman, black American, or another group underrepresented within your community or organization, the challenges of being seen, heard, and felt are similar. They also found that many allies within their client organizations are eager to help others rise, champion change, and further develop themselves to be the human-centered, empathetic leaders that represent the future of work.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,73557,False,False
Spoolify,2020-01-01,https://www.spoolify.io,"Cedar Park, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Shipping",461496.0,"Spoolify provides a unified AI platform for end-to-end management of service jobs on ships. Using problem definition,  AI engine visualizes, categorizes, and matches the skills required for the job and manages the entire P2P process. It also actively predict the right price for a particular job and the skills necessary to execute those jobs.",1-10,1.0,,2020-12-16,0.0,Non-equity Assistance,0.0,2.0,1-10,Private,,,,,,3,4,2020,36435,False,False
Drapshop,2020-01-01,https://drapshop.com,"Plantation, Florida, United States","Apps, Events, Food and Beverage, Media and Entertainment, Mobile, Software, Transportation","Food Delivery, Mobile Apps, Reservations",772429.0,"Drapshop is an online food ordering platform that allows users to order and have meals delivered from restaurants. They categorize foods such as steak, dessert, others, healthy, Latin, fast, Oriental, and others.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,2.0,,6,4,2020,46499,False,False
Major Bloom,2018-01-01,https://majorbloom.com,"Worcester, Massachusetts, United States","Commerce and Shopping, Community and Lifestyle, Consumer Goods, Food and Beverage, Health Care","Cannabis, Consumer Goods, Retail",1114894.0,"Major Bloom is a Cannabis lifestyle brand that focuses on curating, retailing, and delivering products with a social purpose. Beyond curating, retailing, and delivering items, the brand is dedicated to contributing positively to society. With each purchase, Major Bloom aims to create a meaningful impact on the lives of those grappling with the ongoing drug crisis, extending a helping hand to individuals in need. This commitment to social responsibility forms a core part of Major Bloom's identity and mission.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,6.0,,6,6,2018,53939,False,False
America One Mortgage,2018-01-01,https://www.am1mortgage.com,"Glassboro, New Jersey, United States","Financial Services, Real Estate","Financial Services, Lending, Mortgage, Real Estate",2136581.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,74269,False,False
Advanced Liquid Technology,2019-01-01,https://altlife.com,"Beverly Hills, California, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Manufacturing","Cannabis, E-Commerce, Manufacturing",1050093.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,52721,False,False
Smartbox Media : Develop World’s Best Quality Apps & web,2019-02-02,https://smartboxmedia.us/,"Dallas, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Artificial Intelligence (AI),866039.0,"Smartbox Media American INC. is Award Winning IT company based in USA with 10+ years of experience and100+ employees with development centre in Noida (Delhi-NCR), India and global offices in US, UAE, UK and Australia. We provide varied services in various technologies and domains, ranging from web application development to mobile app development, AI, Blockchain to custom software development, to E-commerce website development, to hire a developer and many more to our clients present all over the world.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,49022,False,False
DEFY,2018-01-01,https://drinkdefy.com,"Denver, Colorado, United States","Commerce and Shopping, Consumer Goods, Food and Beverage, Health Care","Consumer Goods, E-Commerce, Food and Beverage, Nutrition",540170.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,6,2018,39392,False,False
Events By CCM,2020-01-01,https://www.eventsbyccm.com,"Atlanta, Georgia, United States","Commerce and Shopping, Events, Media and Entertainment, Travel and Tourism","Events, Hospitality, Rental",2508684.0,"CCM Events offers event photography, set up and take down, backdrops, balloons, forks, plates, spoons, charge plates, menu cards, centrepieces, and marquee lights. They include decorations for birthday parties, bridal showers, proposals, receptions, and other events.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,81174,False,False
Binx.tv,2019-01-01,https://binx.tv,"Castro Valley, California, United States","Content and Publishing, Media and Entertainment, Software, Video","Productivity Tools, Video, Video Streaming",2377163.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,80107,False,False
Cube,2022-01-01,https://www.cube.network,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency",433485.0,Cube is a modular Blockchain Supporting Multi-Chain Architecture.,1-10,1.0,,2022-06-09,0.0,Corporate Round,0.0,,1-10,Private,,,,,,3,2,2022,35325,False,False
Sky Feather Studios,2018-01-01,https://www.skyfeatherstudios.com,"Seattle, Washington, United States","Design, Information Technology, Professional Services, Sales and Marketing","Brand Marketing, Business Development, Consulting, Information Technology, Marketing, Web Design",1714868.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,66239,False,False
Logo Brave,2022-01-05,https://www.logobrave.com/,"Lewes, Delaware, United States",Design,Graphic Design,2817749.0,Everything Logo design plus branding done for you and in one place.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,85787,False,False
Health Mavens,2020-01-01,https://health-mavens.com,"Chicago, Illinois, United States","Media and Entertainment, Professional Services","Advice, Business Development, Consulting",2619646.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,84106,False,False
Remotebridge,2021-04-02,https://remotebridge.co/,"Sheridan, Wyoming, United States",Information Technology,Information Technology,2698319.0,Remotebridge provides Customer Success staff augmentation services to tech startups globally so that they can work with the 3% go-to-market talent and scale faster with better unit economics.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,84452,False,False
Alliance Service Group,2019-01-01,https://allianceautomotiveservice.com/,"Farmington Hills, Michigan, United States",Transportation,"Automotive, Autonomous Vehicles, Parking",582321.0,,251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,5,2019,40825,False,False
Trixie Cosmetics,2019-01-01,https://trixiecosmetics.com,"Burbank, California, United States","Commerce and Shopping, Consumer Goods","Beauty, Cosmetics, E-Commerce, Personal Care and Hygiene, Retail",1767741.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,68223,False,False
Cobb Enterprises Elite,2020-01-01,https://www.cobbelitefunding.com,"Snellville, Georgia, United States","Financial Services, Lending and Investments","Commercial Lending, Finance, Financial Services",2404603.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,79687,False,False
Ripton,2019-01-01,https://www.riptonco.com,"Boulder, Colorado, United States","Commerce and Shopping, Manufacturing","E-Commerce, Manufacturing, Textiles, Wholesale",938099.0,"Ripton is a company that specializes in the manufacturing of technical denim products. The company's main product is performance jorts, a hybrid of jeans and shorts, made from progressive hybrid fabrics. These jorts are designed for comfort and functionality, making them suitable for various activities. Ripton also offers unique denim washes, adding to the aesthetic appeal of their products. The company operates an online store through Shopify, where customers can browse and purchase their products.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,50811,False,False
Keystone Bluff,2018-01-01,https://www.keystonebluff.com/,"Chester, Massachusetts, United States","Agriculture and Farming, Community and Lifestyle, Food and Beverage, Health Care, Manufacturing","Cannabis, Farming, Manufacturing",264937.0,"Keystone Bluff is a family-owned business that aims to build a premium cannabis brand for the Massachusetts adult-use market. It counts themselves among the hundreds of millions of people whose lives are graced by the natural magic of cannabis. Its “Microbusiness” license application is one of the first in the state.  A hyper-local alternative to generic multi-state factory farms, Keystone Bluff will be one of the smallest independent cannabis growers and product manufacturers in Massachusetts. It was incorporated in 2018 and is headquartered in Chester, Massachusetts.",1-10,1.0,Seed,2020-01-06,67500.0,Seed,67500.0,1.0,1-10,Private,,,,,,0,6,2018,26694,False,False
Ember Sleep,2023-01-01,https://embersleep.com,"Houston, Texas, United States","Health Care, Manufacturing","Manufacturing, Medical",229344.0,"Ember Sleep is a company that creates a sleep apnea treatment platform to help people improve their sleep quality. The company's platform provides medical devices that are more comfortable, effective, and non-invasive in treating sleep apnea.",1-10,1.0,,2023-07-26,0.0,Non-equity Assistance,0.0,1.0,1-10,Private,,,,,,3,1,2023,24369,False,False
W3bify,2021-01-01,https://www.w3bify.com,"San Francisco, California, United States","Blockchain and Cryptocurrency, Internet Services, Professional Services, Software","Consulting, Non-Fungible Token (NFT), Software, Web Development, Web3",1127628.0,"W3bify provides cutting-edge Web3 solutions for companies within the token ecosystem. They offer web3, solution consulting, smart contracts, blockchain, non-fungible tokens, project management , web3 development, creative direction and strategy, art studio, business process consulting , and management consulting services. They offer marketing, branding, and development experts, with a collective century of experience supporting high-profile clients to design, plan, and execute industry-shaping initiatives.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,55227,False,False
Connect Capital,2021-01-01,https://goconnectcapital.com,"Dallas, Texas, United States","Financial Services, Professional Services","Business Development, Finance, Financial Services",499369.0,"Connect Capital provides factoring to maintain optimal cash flow. They serve trucking companies. Their factoring allows small and medium-sized businesses to plan, confidently make payroll, and invest in growth.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,37868,False,False
Layer Metrics,2020-01-01,https://www.layermetricsinc.com/,"Rochester, New York, United States","Content and Publishing, Manufacturing, Media and Entertainment","Manufacturing, Printing",939803.0,,1-10,1.0,,2021-08-28,0.0,Non-equity Assistance,0.0,,1-10,Private,,,,,,3,4,2020,50855,False,False
Boozt LLC,2018-04-18,https://boozt.la/,"Sheridan, Wyoming, United States","Advertising, Sales and Marketing",Advertising,2019025.0,"We are a team of creatives and designers who produce innovative content to generate real, long-lasting connections between brands and their consumers. We do Branding, Social Networks, Ads, Websites, Growth Campaigns. We do Marketing.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2018,71518,False,False
Hansa Workspace,2019-01-01,https://www.hansaworkspace.com,"Buffalo, New York, United States","Commerce and Shopping, Real Estate","Coworking, Real Estate, Rental",1832283.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,68583,False,False
DefenseArk,2019-01-18,https://www.defenseark.com,"New York, New York, United States","Blockchain and Cryptocurrency, Information Technology, Other, Privacy and Security, Real Estate, Software","Architecture, Blockchain, Cloud Security, Crowdsourcing, Cyber Security, Network Security, Security, Software",65255.0,"As the Industry moves towards web 3.0, Businessess and Enterprises experience a shift in the Business Processes, Operating Model and Security. DefenseArk blankets the internet with a platform that paves way to Next Generation Endpoint Protection and Digital Threat Response Technologies. Hunt for Digital Threats across the Planet in Realtime. Detect, Defend and Exercise your Data Rights.",11-50,5.0,,2021-10-01,1450000.0,Venture - Series Unknown,3605100.0,2.0,11-50,Private,,,0.0,0.0,,1,5,2019,8873,False,False
Aspen RxHealth,2018-01-01,https://www.aspenrxhealth.com/,"Tampa, Florida, United States","Apps, Health Care, Information Technology, Internet Services, Mobile, Software","Apps, Health Care, Information Technology, Internet, Mobile Apps",13658.0,Aspen RxHealth is a service powered by an app-based platform that connects pharmacists with patients in need of enhanced medication services. Its application makes it easy for health plans and providers to connect their patients with an on-demand community of pharmacists who have time and expertise to provide clinical service.,11-50,4.0,Early Stage Venture,2021-01-07,23000000.0,Series B,35000000.0,1.0,11-50,Private,,,0.0,1,,0,6,2018,149,False,False
AIO,2022-06-02,https://aiowear.com/,"Dover, Delaware, United States","Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software","Artificial Intelligence (AI), Intelligent Systems, Machine Learning, Product Design, Product Research",686922.0,"A I O is a fashion-tech marketplace where you can design your own clothing using our in-built generative AI, connect directly with manufacturers to bring your creations to life, and even sell your virtual designs.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,1,2022,44073,False,False
Peoplism,2018-01-01,https://peoplism.com/,"San Francisco, California, United States","Administrative Services, Other, Professional Services","Consulting, Human Resources, Management Consulting, Professional Services",402058.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,6,2018,33956,False,False
Cuckoo Financial,2022-02-11,https://cuckoofi.com/,"Newark, Delaware, United States",Sales and Marketing,Loyalty Programs,215068.0,Rewards Program as a Service,1-10,1.0,Seed,2023-05-18,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,2,2022,23273,False,False
Entrex,2019-01-01,https://entrexcarbonmarket.com/,"Boca Raton, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Other","Blockchain, Finance, Financial Services",567872.0,"Entrex provides a blockchain-enabled technological platform for managing the entire carbon offset lifecycle from start to finish. Entrex Carbon Market is a mission-driven company that was founded with the goal of establishing the first regulatory-compliant market for the creation, trading, and retirement of exclusively securitized carbon offsets and futures registered in accordance with United Nations and World Bank regulations. Offsetting carbon emissions as part of a company's CO2 neutrality program is an excellent and promising initiative that deserves nothing less.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,40357,False,False
Nesterra,2018-01-01,https://www.nesterra.net,"Atlanta, Georgia, United States","Information Technology, Software","Information Technology, IT Infrastructure, IT Management, Software",2185908.0,"Network Enhancement Solutions and Telecom Expense Reduction Research and Analytics (NESTERRA) provides people, processes, and proprietary technology which allows our clients to visualize and interact with their IT infrastructure data allowing  to make fast and confident decisions toward efficiency increases and cost reduction.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,76771,False,False
J.Global Energy,2019-01-01,http://jglobalenergy.com,"Houston, Texas, United States","Energy, Natural Resources, Science and Engineering","Chemical, Energy, Oil and Gas",274935.0,"J. Global Energy offers various operations such as buying, transporting, storing, blending, and delivering petroleum products. Their products include naphtha, condensate, light end products, distillate, fuel oil, LPG, ethanol, methanol, petrochemicals, and crude oil.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,27325,False,False
TransPacific Holdings,2018-01-01,http://www.transpacificholdings.com/,"Los Angeles, California, United States",Real Estate,"Construction, Heating, Ventilation, and Air Conditioning (HVAC), Home Improvement, Home Services, Residential",357191.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,6,2018,31841,False,False
BizDecks,2018-05-01,http://BizDecks.co,"New York, New York, United States","Design, Financial Services, Lending and Investments, Other, Professional Services","Angel Investment, B2B, Consulting, Crowdfunding, Financial Services, Graphic Design, Venture Capital",2383915.0,"Our Founder & CEO, Jason Malki launched StrtupBoost in 2014 and has hosted numerous startup investor events over the years which have featured hundreds of presentations. Over time, he noticed that so many of these businesses had great ideas and traction, but their investor decks were not up to par and many of the investors took it as a sign that these entrepreneurs were not serious about their companies. To that end he has brought together a talented, experienced design team that can align our client's business decks with their big visions. We have a network of 200+ Tech Investors including Angels, Accelerators, and investors from Verizon Ventures, Citi Ventures, JetBlue Technology Ventures, and more. If your company passes our initial screening, we can conduct a double opt-in intro email campaign to help you raise a round of funding. Our clients range from Early Stage Startups up to Series A-B Startups like TVSquared ($17.5M raised) and JOOR ($20.1M raised).",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,80006,False,False
Alaxo Airway Stents,2019-01-01,https://alaxousa.com,"Fountain Hills, Arizona, United States","Design, Health Care, Manufacturing, Transportation","Manufacturing, Medical Device, Product Design, Shipping",572481.0,"Alaxo Airway Stents provides sports and nasal airway stents and palate stents. They offer installation and cleaning services. their customers contact through email, phone, and online applications.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,40511,False,False
Erlanger Behavioral Health Hospital,2018-06-18,https://www.erlangerbh.com,"Chattanooga, Tennessee, United States",Health Care,"Health Care, Hospital, Mental Health, Psychology, Wellness",665946.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2018,43483,False,False
QuickTable,2021-04-01,https://www.quicktable.io,"Sheridan, Wyoming, United States","Data and Analytics, Information Technology, Internet Services, Software","Analytics, Cloud Data Services, Information Technology, Software",523231.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2021,38791,False,False
Resideo Technologies,2018-01-01,https://www.resideo.com/,"Atlanta, Georgia, United States",Privacy and Security,"Homeland Security, Security",127889.0,"Resideo is a global leader in ensuring homeowners are safe, productive and comfortable in their homes. Resideo’s mission is to provide its customers with integrated, simple solutions for today’s connected home. Our solutions deliver comfort, safety and security to the home from any mobile device, anywhere in the world, and include connected thermostats, whole-home professionally installed and monitored security systems, do-it-yourself home awareness and security systems, carbon monoxide and fire detection devices, furnace and boiler controls, water leak and freeze detection products, whole-home air purifiers and humidifiers, and software applications. Through its ADI Global Distribution business, the company meets the needs of more than 100,000 low-voltage contractors through more than 200 physical locations in nearly 20 countries, offering them access to more than 350,000 products.",10001+,0.0,,,0.0,,0.0,1.0,10001+,Private,,,,,,6,6,2018,16286,False,False
CaseGuide,2018-01-01,http://www.caseguide.org,"Orlando, Florida, United States",Professional Services,"Employment, Legal, Legal Tech",129573.0,"CaseGuide is a legal service company that provides data science and automation services. This technology enables the Spire Law's innovative pricing and data-driven litigation tactics. It is based in Orlando, Florida, USA, and was part of Y Combinator's Winter 2019 batch.",11-50,1.0,Seed,2019-03-22,150000.0,Seed,150000.0,1.0,11-50,Private,,,,,,0,6,2018,16458,False,False
Flourish & Grit,2018-01-01,https://www.flourishgrit.com,"Michigan, North Dakota, United States","Content and Publishing, Information Technology, Internet Services, Messaging and Telecommunications, Professional Services, Sales and Marketing","Consulting, Copywriting, Email, Email Marketing",2034050.0,"Flourish & Grit is an internet-based company that specializes in email marketing strategies, copywriting, and automation. The company offers a range of services including hands-on help with email marketing strategy and copywriting. They also provide subject matter expertise for events. In addition, Flourish & Grit offers guides, templates, and courses to revolutionize your email strategy. The company's blog keeps customers up to date on the latest trends in email marketing and how to uncover hidden revenue from existing resources.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,72823,False,False
BluumBio,2021-01-01,https://www.bluumbio.com,"San Francisco, California, United States","Biotechnology, Manufacturing, Science and Engineering, Sustainability","Biotechnology, Industrial, Sustainability",280962.0,"BluumBio develops cutting-edge bioremediation technologies and services, offering scalable solutions for companies of all sizes. BluumBio makes bacteria and plants eat toxic chemicals that clean up pollution.",1-10,3.0,Seed,2021-12-15,0.0,Convertible Note,0.0,1.0,1-10,Private,,,,,,2,3,2021,27625,False,False
Raddle,2020-01-01,https://getraddle.com/,"San Francisco, California, United States","Other, Software","Enterprise Software, Professional Services",104364.0,"Raddle is a collaborative platform that helps people have more creative, engaging, and inclusive conversations.",1-10,3.0,Seed,2022-07-11,100000.0,Grant,220000.0,2.0,1-10,Private,,,,,,0,4,2020,13765,False,False
Fresh Smoke,2019-01-01,https://freshsmoke.com,"Saint Paul, Minnesota, United States","Consumer Goods, Food and Beverage, Transportation","Consumer Goods, Parking, Tobacco",2185265.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,75947,False,False
Big Southern Software,2018-02-01,https://www.bigsouthernsoftware.com,"Mcdonough, Georgia, United States","Administrative Services, Other, Software","Project Management, Software, Web Development",1870854.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,69354,False,False
Camberline Technologies,2018-01-01,https://www.camberlinetech.com/,"Cambridge, Massachusetts, United States","Energy, Information Technology, Software","Energy, Information Services, Software",188578.0,Camberline Technologies is a sensor-driven platform that helps communities to read electricity usage and support energy conservation.,1-10,3.0,Seed,2020-07-30,0.0,Seed,65000.0,,1-10,Private,,,,,,1,6,2018,21269,False,False
Mr. Charles Mortgage,2019-01-01,https://mrcharlesmortgage.com,"Omaha, Nebraska, United States","Financial Services, Lending and Investments, Real Estate","Financial Services, Funding Platform, Mortgage, Real Estate Investment",2104593.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,73234,False,False
V15Able,2019-01-01,https://www.v15able.com,"St Louis, Missouri, United States","Internet Services, Professional Services","Employment, Internet, Recruiting",839400.0,"V15Able is an online employment service platform helping people with disabilities gain employment. V15Able empowers people with disabilities to showcase their talents to those who want to hire them. By showing that their disabilities do not define them, V15Able is making it easier for employers to better make the decision to hire disabled workers.",1-10,1.0,,2019-01-01,0.0,Grant,0.0,1.0,1-10,Private,,,,,,3,5,2019,48310,False,False
