company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Provident Professional Technical Services,2019-01-01,https://providentpts.com,"Rapid City, South Dakota, United States","Information Technology, Professional Services","Consulting, Information Technology, IT Infrastructure",2678446.0,"Provident Professional Technical Services offers IT infrastructure health assessment, system optimization services, post-OEM maintenance, staff augmentation, project completion, backup testing/validation, MaaS support, and advocacy services. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,84746,False,False
CTM Marketing,2019-06-01,http://ctmmarketingsyracuse.com/,"Syracuse, New York, United States","Advertising, Professional Services, Sales and Marketing","Advertising, Consulting",2255537.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2019,77342,False,False
GIZER,2018-01-31,https://gizer.io,"New York, New York, United States","Apps, Gaming, Internet Services, Mobile, Software, Sports","eSports, Gamification, Gaming, Internet, Mobile, Mobile Apps, Software, Video Games",269243.0,,1-10,1.0,Seed,2019-09-01,0.0,Seed,0.0,2.0,1-10,Private,,,0.0,1.0,,2,6,2018,26969,False,False
Flex Bike,2018-03-01,http://flex.bike,"Orlando, Florida, United States","Apps, Internet Services, Mobile, Software, Transportation","Internet of Things, Mobile Apps, Ride Sharing, Transportation",2655827.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,83510,False,False
Foresight Asset Management,2018-01-01,https://www.foresightmanage.com,"San Antonio, Texas, United States","Other, Professional Services, Real Estate","Customer Service, Property Management, Real Estate",516033.0,"Foresight Asset Management is a company that provides the highest quality, rapid response, multifamily management services for our property. They are successful because of their experienced leaders who guide their daily operations. They offer residents inspiring lifestyles and maximize property values. They manage multifamily properties with a comprehensive team of experienced professionals collaborating on operations, finance, leasing, compliance, marketing, and administration.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,38528,False,False
Paperjet,2018-01-01,https://www.paperjet.com/,"Palo Alto, California, United States","Consumer Goods, Information Technology, Software","DIY, Document Management, SaaS",706339.0,"Paperjet allows anyone to upload a form or document and begin filling it out in under 2 seconds. Their novel machine learning algorithm automatically detects form fields on the page, making it a breeze to use. Additionally fax and signing is included, ensuring and effortless experience, for those going paperless",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,0.0,1.0,,6,6,2018,44652,False,False
JET Realty Carolinas,2020-01-01,https://www.jetrealtycarolinas.com/,"Charlotte, North Carolina, United States","Financial Services, Real Estate, Sales and Marketing","Property Development, Property Management, Real Estate, Real Estate Investment, Sales",1648317.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,65980,False,False
Next Insurance Kenya,2018-03-05,https://www.nextinsurance.co.ke/,"Palo Alto, California, United States",Financial Services,Auto Insurance,2036578.0,"NEXT Insurance is a creation of InsureAfrika. NEXT insurance products are underwritten by reputable insurance Companies in Kenya.NEXT Insurance is a new product line for insurance products sold in Kenya that has one major twist. Its delivering the NEXT Level of Insurance. This means removing all red tape, physical forms, hassles and everything inefficient from the process of buying insurance. It also means offering personalized policies to each customer based on their risk profile. We would love it if everyone who buys car insurance in Kenya would buy NEXT Insurance, and for sure, everyone is invited. However, buying NEXT Insurance will only make sense to you if you believe in the power of technology to make our lives easier. If spending days looking to buy a car is not your idea of efficiency, then NEXT comprehensive car insurance is for you. I",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,6,2018,72785,False,False
OCitizens,2019-01-01,https://ocitizens.com/,"San Francisco, California, United States",Software,Software,368327.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,32386,False,False
IGCN Healthcare Partners,2019-01-01,https://igcnhcp.com,"Los Angeles, California, United States","Education, Health Care","Health Care, Psychology, Therapeutics, Training",1234391.0,"IGCN Healthcare Partners offers home and community-based services. They provide behavioral health therapy in various settings, including the home, clinic, school, and developmental center. They manage various research-based techniques utilized in programs, including differential reinforcement.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,5,2019,56945,False,False
New Standard,2020-01-01,https://anewstandard.com,"Hazel Park, Michigan, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care","Cannabis, E-Commerce, Retail",1295228.0,,251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,4,2020,58718,False,False
The Cusp,2018-01-01,https://www.thecusp.com/,"San Francisco, California, United States",Health Care,Health Care,158288.0,,1-10,2.0,Seed,2019-05-08,4000000.0,Seed,4000000.0,1.0,1-10,Private,,,,,,0,6,2018,18949,False,False
Icademy,2021-09-30,https://www.withicademy.com,"Denver, Colorado, United States","Community and Lifestyle, Consumer Goods, Education, Energy, Social Impact, Sustainability","Clean Energy, CleanTech, Education, Green Consumer Goods, GreenTech, Social Entrepreneurship, Sustainability",1513599.0,Icademy is a startup academy for early-stage ClimateTech entrepreneurs. Take your idea to IMPACT with Icademy.,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2021,62393,False,False
Generis Global,2018-01-01,https://generisonline.com/,"New York, New York, United States","Media and Entertainment, Professional Services","Advice, Consulting, Legal",1511044.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,62447,False,False
Futura Energy Group,2021-01-01,https://futuraenergygroup.com/,"Austin, Texas, United States",Professional Services,"Consulting, Employment, Recruiting",248461.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,25652,False,False
Tallboy Agency,2020-01-01,https://tallboyagency.com,"Los Angeles, California, United States","Content and Publishing, Internet Services, Media and Entertainment","Content Creators, Creative Agency, Social Media",1244468.0,"Tallboy Agency is a full-service creative marketing agency that specializes in ideating, crafting, and producing content through a social video lens. The agency's content has generated over 1 billion views and 1 billion social interactions. Tallboy Agency's clients include notable names such as Netflix, CBS, and Lionsgate. The agency has also collaborated with the Netflix is a Joke Comedy Festival to create the trailer for their live recorded show commemorating the late Bob Saget. The agency aims to create engaging and impactful content for its clients.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,56722,False,False
THK Consulting,2019-01-01,https://www.thkconsult.com,"Philadelphia, Pennsylvania, United States","Administrative Services, Financial Services, Other, Professional Services","Accounting, Consulting, Financial Services, Project Management",1560367.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,63015,False,False
Omni Well,2021-01-01,https://omniwell.org,"Springfield, Ohio, United States","Data and Analytics, Health Care","Health Diagnostics, Medical, Test and Measurement",419540.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,34719,False,False
Bitwave,2018-01-01,https://www.bitwave.io/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Professional Services, Software","Accounting, Blockchain, Cryptocurrency, Financial Services, Information Technology, Software",54091.0,"Bitwave is a developer of financial software that enables companies to include digital assets in their accounting records and operational procedures. The company provides software that helps businesses easily manage their transactions involving digital assets. This software includes tax tracking, bookkeeping, Decentralized Finance (Defi) monitoring, and cryptocurrency accounts receivable or payable.   Bitwave was established in 2018 by Amy Kalnoki and Patrick White in San Francisco, California.",51-100,2.0,Early Stage Venture,2022-12-06,15000000.0,Series A,22250000.0,2.0,51-100,Private,,,0.0,3.0,,0,6,2018,7285,False,False
MaverickCNC,2018-01-01,https://www.maverickcnc.com,"Deerfield Beach, Florida, United States",Manufacturing,"Industrial, Industrial Manufacturing, Machinery Manufacturing",2244197.0,"MaverickCNC offers plasma cutters that are designed using industrial components for maximum durability. They serve The laser pointer system is software-driven and connected to a generator that allows it to power up or power down the laser at any given point in the program. They also serve a pneumatic cutter, oxygen fuel, a manual bevel torch holder, and a remote pendent.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,6,2018,77528,False,False
The Daily FinQ,2020-01-01,https://thedailyfinq.com,"Brooklyn, New York, United States","Apps, Financial Services, Mobile, Platforms, Software","FinTech, iOS, Mobile, Mobile Apps",2389763.0,,1-10,0.0,M&A,,0.0,,0.0,,1-10,Private,,,,,,5,4,2020,79897,False,False
Augersoft,2019-01-01,https://www.augersoft.com/,"Minneapolis, Minnesota, United States","Apps, Blockchain and Cryptocurrency, Information Technology, Mobile, Other, Software","Blockchain, Information Technology, Mobile Apps, Web Apps",2410784.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,79598,False,False
Pillar Markets,2021-01-01,https://www.pillarmarkets.com/,"New York, New York, United States",Real Estate,Real Estate,344921.0,,1-10,1.0,Seed,2021-12-15,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,3,2021,31223,False,False
Staff'd,2021-01-01,https://staffdltc.com,"Lincolnwood, Illinois, United States","Administrative Services, Professional Services","Human Resources, Recruiting, Staffing Agency",2974959.0,"Staff'd LTC is a healthcare company that connects healthcare professionals with facilities and positions. The company primarily focuses on providing job opportunities for Certified Nursing Assistants (CNA), Registered Nurses (RN), and Licensed Practical Nurses (LPN) in long-term care. Staff'd LTC understands the needs of healthcare professionals and aims to provide them with suitable job opportunities. The company also recognizes the contributions of its employees, celebrating their achievements and milestones.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,3,2021,88032,False,False
Rair Capital,2022-01-01,https://raircapital.com,"Tampa, Florida, United States","Financial Services, Lending and Investments, Real Estate","Commercial Lending, Commercial Real Estate, Financial Services, Lending",807331.0,"Rair Capital is a company that offers solutions for commercial borrowers. It provides a platform that gives immediate access to over 10,000 lenders, simplifying the loan application process. The company is involved in commercial lending, commercial real estate, financial services, and lending. Rair Capital also offers commercial financing solutions to help businesses grow and succeed. In addition, the company is dedicated to making a positive impact through philanthropy, striving to create a better future in the communities it serves.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,2,2022,47447,False,False
Cerberus Therapeutics,2022-01-01,https://www.cerberustx.com/,"Cambridge, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Life Science, Therapeutics",329155.0,"Cerberus Therapeutics operates in the biotechnology industry, focusing on the development of novel therapeutic leads for the treatment of autoimmune diseases. The company's approach involves engineering immune responses to combat disease, utilizing advancements in organic chemistry, chemical biology, protein synthesis, and protein modification. Cerberus Therapeutics is a relatively new entity in the biotech sector, with a small team of dedicated professionals working towards the advancement of their therapeutic leads.",1-10,0.0,,,0.0,,0.0,4.0,1-10,Private,,,,,,6,2,2022,30376,False,False
SMARTii,2020-01-01,https://smartii.io/,"Miami, Florida, United States","Education, Health Care, Information Technology, Software, Sports, Transportation, Travel and Tourism","Air Transportation, Business Information Systems, Charter Schools, Fitness, Hotel, Information Technology, Medical, SaaS, Software",133602.0,"Form Filling made easy. Scan, Fill & Automate.  To help users save time by filling out forms faster and automating the information to be shared with need-to-know-businesses in 1-Click. Help reduce redundant tasks. To be the fastest, easiest and most secured automated way of sending information between users and need-to-know businesses being Paperless. Go Carbon Neutral.",1-10,2.0,Seed,2021-03-09,20000.0,Pre-Seed,35000.0,,1-10,Private,,,,,,0,4,2020,16864,False,False
LightSource,2021-01-01,https://lightsource.ai/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), SaaS, Supply Chain Management",139924.0,"LightSource develops a supply chain management platform to help professionals collaborate with their suppliers. It also allows collaborating with teammates on strategic sourcing projects, sending RFQs to suppliers and collecting quotes, and comparing bids using insights automatically extracted from the normal day-to-day work. The company was founded in 2021 and is headquartered in San Francisco, California.",1-10,1.0,,2024-01-01,0.0,Venture - Series Unknown,0.0,,1-10,Private,,,,,,3,3,2021,17449,False,False
Jam,2021-01-01,https://join.jam.ai,"Mill Valley, California, United States","Information Technology, Internet Services","Information Technology, Internet",430422.0,"Jam is an app that shares and listens to bite-sized audio lessons that deliver via SMS. Jam was founded in 2021 and was headquartered in California, United States.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,35197,False,False
Maveneer,2018-01-01,https://www.maveneer.com,"Dallas, Texas, United States","Manufacturing, Sales and Marketing, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Manufacturing, Sales",516048.0,"Maveneer is a supply chain management design, engineering, and integration organization. They provide services such as DC and FC design, network design, product development, operations management, manufacturing flow design, and supply chain strategy. They are a small group of multi-disciplined professionals with extensive experience both inside and outside the traditional supply chain. They create distribution centers and manufacturing facilities. They specialize in automation and process design.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,6,2018,38529,False,False
Evoke + Engage,2018-01-01,https://www.evokeengage.com/,"Dallas, Texas, United States","Advertising, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Content Marketing, Copywriting, Social Media",710656.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,44792,False,False
RSS Consulting,2020-01-01,https://www.rss.consulting,"Minnetonka, Minnesota, United States","Financial Services, Professional Services","Consulting, Financial Services, Management Consulting",1325862.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,58054,False,False
BH2 Innovations,2019-01-01,https://www.bh2innovations.com,"Newbury Park, California, United States","Design, Health Care, Software","Health Care, Medical Device, Product Design, Software",132332.0,"BH2 Innovations is a product development firm that specializes in technologies that address unmet needs in the healthcare industry. The company's management team possesses expertise in software and hardware engineering, artificial intelligence, imaging, product development, clinical affairs, education, sales and marketing, and international business relations.",1-10,1.0,Seed,2021-05-06,275000.0,Seed,275000.0,2.0,1-10,Private,,,3.0,1.0,Medical Or Veterinary Science; Hygiene,0,5,2019,16730,False,False
Ramesh24inc & Company,2020-01-01,http://www.ramesh24inc.com,"New York, New York, United States",Professional Services,"Business Development, Consulting, Management Consulting",1830333.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,68631,False,False
MONIA,2023-01-01,https://moniahealth.com,"New York, New York, United States",Health Care,Health Care,1307623.0,"Monia is a healthcare consortium harnessing the collective strengths of diverse healthcare entities to drive unparalleled progress. Through this strategic consolidation, Monia catalyzes exponential growth, unlocking new opportunities for expansion and advancement. These integrated entities are empowered to deliver comprehensive care transcending traditional boundaries, promoting proactive wellness initiatives and personalized interventions by uniting under a unified vision. With a steadfast commitment to leveraging technology and data analytics, Monia ensures that every decision is informed by insights, driving efficiencies and enhancing patient outcomes. By shifting the paradigm from reactive treatment to preventive care, Monia spearheads a transformative movement that improves health outcomes, reduces costs, and enhances the overall quality of life. With each step forward, Monia continues to redefine the standards of healthcare excellence, setting a new benchmark for the industry and inspiring positive change on a global scale.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,1,2023,58455,False,False
ITC FinTec,2018-01-01,https://itcfintec.com,"West Point, Georgia, United States","Other, Social Impact",Charity,2229934.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,77752,False,False
Zander's Interiors,2020-01-01,https://zandersinteriors.com,"Madison, Wisconsin, United States","Administrative Services, Design, Other, Real Estate","Home Decor, Home Improvement, Interior Design, Project Management",1385219.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,60163,False,False
Golightly,2018-08-20,https://www.wegolightly.com/,"Austin, Texas, United States","Real Estate, Travel and Tourism","Hospitality, Travel, Vacation Rental",544373.0,"Golightly is a members only vacation and home rental platform for women, with over 10,000 members in 95 countries. Headquartered in Austin, TX, Golightly is a private travel club for women where all listings are owned or managed by members. A property can only be listed or booked by a woman within the network, although she can travel with whomever she wishes, including men. And every member can see exactly how she's connected to her host or guest for added security and accountability.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2018,39546,False,False
Hoofprint Biome,2023-01-01,https://www.hoofprintbiome.com/,"Raleigh, North Carolina, United States","Agriculture and Farming, Biotechnology, Science and Engineering","Animal Feed, Biotechnology, Life Science, Livestock",236436.0,Hoofprint Biome is a developer of probiotics that improve the sustainability of ruminant livestock production. Its probiotics and natural enzymes improve cattle health and digestive care by eliminating methane and enabling the livestock industry to catalyze the symbiotic agriculture movement with microbiome engineering.,1-10,1.0,Seed,2023-08-31,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,1,2023,24888,False,False
Copilot,2018-01-01,https://www.crmcopilot.com,"New York, New York, United States","Financial Services, Information Technology, Internet Services, Lending and Investments, Software","Cloud Data Services, Software, Venture Capital",271324.0,"Copilot offers cutting edge cloud solutions backed by decades of technical knowledge. They employ user experience driven design to solve complex issues. The customers receive breakthrough salesforce and data solutions from its experienced designers, analysts, and subject-matter experts. In order to combine the flexibility of consulting with the force of in house competence, they know the proper inquiries to ask and the ideal cloud platforms to turn data into actionable insights. After decades of working in private equity, real estate, and tech companies both inside and as advisors, they knew that to do. The professional staff spent a lot of time working for consultants that aimed to complete one project before moving on to the next.",11-50,0.0,M&A,,0.0,,0.0,2.0,11-50,Private,,,,,,5,6,2018,27098,False,False
EJB Enterprise,2021-01-01,https://www.ejb-enterprise.com,"Minnetonka, Minnesota, United States",Professional Services,"Business Development, Consulting, Management Consulting",677573.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,1.0,,6,3,2021,43812,False,False
SynerAI,2021-01-01,https://synerai.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Services, Software",251411.0,,11-50,1.0,Seed,2023-03-28,0.0,Seed,0.0,,11-50,Private,,,,,,2,3,2021,25833,False,False
Five Years Apart,2020-01-01,https://www.5yearsapart.com/,"Miami, Florida, United States","Advertising, Events, Media and Entertainment, Sales and Marketing","Advertising, Event Management, Marketing, Public Relations",2557045.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,81962,False,False
Frying Jelly,2021-06-17,http://www.fryingjelly.com,"San Jose, California, United States",Gaming,Video Games,135059.0,"Frying Jelly is a video game developer that focuses on developing online games. Frying Jelly was founded in 2021 and was headquartered in California, United States.",1-10,1.0,Seed,2022-05-22,220000.0,Pre-Seed,220000.0,1.0,1-10,Private,,,0.0,0.0,,0,2,2021,17012,False,False
AAA Intergalactic Investments Group,2018-01-01,https://aaa-intergalactic-investments.com ,"New York, New York, United States","Financial Services, Lending and Investments, Professional Services","Financial Services, Impact Investing, Risk Management",1099469.0,"AAA Intergalactic Investments Group provides business opportunities and capital solutions together. Their services include market entry strategy and general management services, deal origination and sourcing, investment decisions and transactions, efficient due diligence, risk management, and active local project financing.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,6,2018,54296,False,False
Kanu,2019-01-01,https://kanu.us,"Providence, Rhode Island, United States","Apps, Commerce and Shopping, Education, Internet Services, Software","Apps, EdTech, Internet, Marketplace",266533.0,"Kanu is an on-demand peer-to-peer marketplace where students can provide and consume products and services. The company was founded in 2019 and headquartered in Rhode Island, United States.",1-10,1.0,Seed,2020-01-01,0.0,Seed,0.0,,1-10,Private,,,,,,2,5,2019,26800,False,False
Pinz.bio,2022-01-31,https://pinz.bio/,"San Francisco, California, United States","Apps, Blockchain and Cryptocurrency, Community and Lifestyle, Content and Publishing, Financial Services, Information Technology, Internet Services, Media and Entertainment, Mobile, Payments, Privacy and Security, Software","Bitcoin, Communities, Content Discovery, Identity Management, Internet, Mobile Apps, Photo Sharing, Social, Social Media",736457.0,Pinz is a parasocial platform built on NOSTR. Current link in bios are made for influencers to monetize and promote.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2022,45529,False,False
Terrace Finance,2019-01-01,https://terracefinance.com/,"Henderson, Nevada, United States","Financial Services, Lending and Investments","Commercial Lending, Consumer Lending, Financial Services, Lending, Personal Finance",332930.0,,11-50,0.0,,,0.0,,0.0,3.0,11-50,Private,,,,,,6,5,2019,30582,False,False
Highview Staffing,2019-01-01,http://www.highviewstaffing.com,"Boston, Massachusetts, United States","Administrative Services, Information Technology, Professional Services","Employment, Information Technology, Recruiting, Staffing Agency",2115102.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,74627,False,False
Wilson Meade Commercial Real Estate,2018-01-01,https://wilson-meade.com,"Rancho Mirage, California, United States","Financial Services, Real Estate","Commercial Real Estate, Leasing, Property Management, Real Estate",2020382.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,73074,False,False
RMBGEO,2018-01-01,https://rmbgeo.co,"Palm Beach, Florida, United States","Data and Analytics, Design, Information Technology, Science and Engineering","Information Technology, Marine Technology, Market Research",3110849.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,90414,False,False
CenterBlock Asset Management,2021-01-01,https://www.centerblock.co,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software","Cryptocurrency, Finance, Financial Services",1984132.0,"CenterBlock is an investment management firm that creates, develops, and manages NFT portfolios. CenterBlock is a provider of concierge services to professional athletes and entertainers, assisting in the ideation, creation, and deployment of NFT assets on its integrated marketplace platform, Proxime. Proxime is a dynamic marketplace built on the Polygon Network that allows for minting, selling, and buying of NFTs with US-based bank accounts, credit cards, and any Cryptocurrency.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,72119,False,False
Nomadic Soft,2020-12-28,https://nomadicsoft.io/,"Sheridan, Wyoming, United States","Design, Information Technology, Professional Services, Software","Consulting, Information Technology, SaaS, Software, Web Design, Web Development",1447665.0,,51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,3,2020,62105,False,False
Unbridled Content Marketing,2019-01-01,https://unbridledcontentmarketing.com,"Sacramento, California, United States","Education, Professional Services, Sales and Marketing","Business Development, Content Marketing, Corporate Training",1577365.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,64243,False,False
JTA Realtors,2019-01-01,https://www.jtarealtors.com,"Detroit, Michigan, United States",Real Estate,"Property Management, Real Estate, Residential",2039610.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,72736,False,False
Brightr,2020-01-01,https://brightr.io/,"New York, New York, United States","Information Technology, Software","Information Services, Information Technology, Software",745556.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,45767,False,False
FCA,2020-01-01,https://www.fcplusa.com,"Los Angeles, California, United States","Advertising, Sales and Marketing","Advertising, Digital Marketing, Marketing",750192.0,FCA is a marketing firm that develops creative and media campaigns for studios and innovative businesses. FCA is based in Los Angeles.,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,45881,False,False
