company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Anwita Biosciences,2018-01-01,https://anwitabio.com,"San Carlos, California, United States","Biotechnology, Data and Analytics, Health Care, Science and Engineering","Bioinformatics, Biopharma, Biotechnology, Pharmaceutical",272575.0,"Anwita Biosciences involves the discovery and development of optimized immunotherapeutics, leveraging core expertise in cancer immunotherapy, bioinformatics, and target-based protein evolution. Their products include half-live extended Exenokines, immune cell- or tumor cell-targeting Mableukines, and bi-functional Duoleukins. Their new generation of cytokines could serve as immune therapy with a range of applications in treating patients with cancers and autoimmune diseases.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,12.0,0.0,Organic Chemistry,6,6,2018,27183,False,False
Landscapers Web Marketing,2018-01-01,https://www.landscaperswebmarketing.com,"Elk Grove, California, United States","Advertising, Sales and Marketing",Advertising,3009695.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,6,2018,89001,False,False
ATTA Ventures,2021-01-01,https://attaventures.com,"San Francisco, California, United States","Financial Services, Lending and Investments","Angel Investment, Finance, Financial Services, Venture Capital",571264.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,40472,False,False
Broodcast,2018-04-24,https://www.broodcast.com/,"Berkeley, California, United States","Apps, Internet Services, Media and Entertainment, Software","Apps, Social Media",972724.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,51666,False,False
Work Sandy,2018-01-01,https://worksandy.com/,"San Francisco, California, United States","Advertising, Media and Entertainment, Sales and Marketing","Advertising, Digital Marketing, Digital Media, Marketing",403910.0,"Sandy is designed to help brands and agencies find, manage, and pay elastic teams of diverse expert freelancers all in one place.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,34035,False,False
Centersky,2018-01-01,https://www.centersky.net,"Laguna Beach, California, United States","Data and Analytics, Information Technology, Sales and Marketing, Software","Business Intelligence, CRM, Enterprise Resource Planning (ERP)",1814998.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,68889,False,False
BeyondView,2018-06-01,https://www.beyondview.com,"San Francisco, California, United States","Data and Analytics, Design, Hardware, Information Technology, Internet Services, Real Estate, Software","3D Technology, Cloud Data Services, Computer Vision, Data Visualization, Real Estate",254222.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2018,26041,False,False
Omega Server,2020-01-01,https://omega-server.ai/,"West Bloomfield, Michigan, United States",Information Technology,Information Technology,198732.0,,11-50,1.0,Seed,2022-05-20,250000.0,Pre-Seed,250000.0,,11-50,Private,,,,,,0,4,2020,22023,False,False
The Club Cave Creek,2021-01-01,http://theclubcavecreek.com,"Cave Creek, Arizona, United States","Education, Health Care, Sports","Fitness, Golf, Health Care, Training, Wellness",1924699.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,69895,False,False
Lit Rituals,2019-01-01,https://litrituals.com,"Vallejo, California, United States","Commerce and Shopping, Community and Lifestyle, Consumer Goods","Consumer Goods, E-Commerce, Lifestyle, Retail",1513967.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,62384,False,False
Rooted Software,2021-01-01,https://rooted.software/,"Topeka, Kansas, United States","Apps, Information Technology, Professional Services, Sales and Marketing, Software","Apps, Consulting, CRM, Software",722492.0,,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,3,2021,45136,False,False
Tiger Worx,2020-01-01,https://tiger-worx.com ,"Auburn, Alabama, United States","Commerce and Shopping, Other, Real Estate","Commercial, Coworking, Rental",2303002.0,"Tiger Worx provides services that include short-term offices, single workspaces, and conference rooms. The company also offers communal and private spaces,  wifi, conference rooms, printing, and other amenities. The contact mode is by mail, phone, and physical address.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,78195,False,False
Bainom,2019-01-01,https://bainom.com,"San Francisco, California, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Biotechnology, Machine Learning",310401.0,"BAINOM offers a hybrid data analytics platform that allows R&D companies, healthcare professionals, and researchers to turn multi-omic, multi-modal data into clinical insights that drives drug discovery, precision medicine, and biomedical research. BAINOM achieves this through a cutting-edge fusion of customized bioinformatics as a service, ML-driven deep-mining of the multi-omic dataspace, and automated AI-based cloud computing workflows.",1-10,1.0,Seed,2022-08-02,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,5,2019,29331,False,False
EazyBank,2021-02-01,http://www.eazybank.co,"Redding, California, United States","Financial Services, Lending and Investments","Banking, Financial Services, FinTech",123511.0,"EazyBank is an inclusive financial services platform (Digital Bank). With Eazybank, customers of all profiles can access bank accounts, credit cards, and loans on an intuitive dashboard that helps them fulfill daily financial services needs.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,15832,False,False
Demented Peach Comedy,2021-01-01,https://www.dementedpeach.com,"Grand Rapids, Michigan, United States","Consumer Goods, Media and Entertainment","Comics, Media and Entertainment, Performing Arts",1728981.0,Demented Peach Comedy offers paid showcases to local and independent talent while partnering with small venues to bring comedy to their patrons and space. They deliver paying gigs for local talent and entertainment for patrons and hosting venues.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,67472,False,False
Next Level Sports & Entertainment,2020-01-01,https://www.nlse.com,"Hanover, Maryland, United States","Media and Entertainment, Sports, Video","Media and Entertainment, Sports, TV",294457.0,"Next Level Sports & Entertainment offers an integrated cable and digital platform that enables unique insight, analysis, and documentaries. Their programming includes international professional basketball, elite-level lacrosse, and other live college and professional sports.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,0.0,1.0,,6,4,2020,28435,False,False
InsureHopper,2018-01-01,https://insurehopper.com,"Newport Beach, California, United States",Financial Services,"Financial Services, Insurance, Property Insurance",2189095.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,6,2018,76723,False,False
ecoAPM,2018-02-16,https://ecoAPM.com,"Ithaca, New York, United States","Information Technology, Professional Services, Software","Consulting, Developer Tools, Information Technology, Open Source, Software, Web Development",2181231.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,76858,False,False
Dune Labs,2019-01-01,https://www.dunelabs.ai/,"Westlake Village, California, United States","Information Technology, Internet Services, Natural Resources","Information Technology, Internet of Things, Water",880125.0,"Dune Labs provides water sub-metering solutions in multi-family properties. It enables investors and property managers to optimize cash flow, capture equity and contribute to regional water conservation initiatives by deploying Dune's IoT solutions.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,2.0,1.0,Testing,6,5,2019,49378,False,False
Guardian Pharmacy of Michigan,2019-01-01,https://guardianpharmacymichigan.com ,"Grand Rapids, Michigan, United States",Health Care,"Health Care, Medical, Outpatient Care",2013241.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,71631,False,False
Clients Insurance Agency,2019-01-01,https://www.theclientsinsagency.com,"Murfreesboro, Tennessee, United States",Financial Services,"Auto Insurance, Commercial Insurance, Health Insurance, Life Insurance",2603807.0,"Clients Insurance Agency provides business and commercial insurance services. They also provide services in auto, home, health insurance, life insurance, and boat insurance. They also offer group and employee benefits.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,82816,False,False
Giving Place,2020-01-01,https://www.giving-place.com,"Boulder, Colorado, United States","Financial Services, Software","Financial Services, Software",279543.0,"Giving Place offers streamlined the giving process, plan and monitor gifts, family legacy, compliance, tax, and enablement strategy services. Their tool use a single process to execute any type of charitable gift, which eliminates the complexity and saves  office time. Tax compliance and tax services ease the tax compliance burden with donation-lifecycle tracking and receive automated tax deduction documentation. Multiple donor-advised fund accounts, private foundations, direct giving no matter the charitable vehicle, manage them all in one place.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,4,2020,27548,False,False
NewPath,2021-09-15,http://www.newpath.io,"San Francisco, California, United States","Hardware, Software","Software, Virtual Reality",864232.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,2,2021,48981,False,False
GOTYOU,2022-12-01,https://www.gotyou.co,"Lehi, Utah, United States","Apps, Blockchain and Cryptocurrency, Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Other, Sales and Marketing, Software, Travel and Tourism","Analytics, Apps, Blockchain, Hospitality, Loyalty Programs, Retail Technology, Web3",257290.0,"GOTYOU is developing a pioneering decentralized platform tailored specifically for local brick and mortar businesses. Our ecosystem is designed to enable immediate and direct connection between local retail shops and restaurants, and their customers, offering an easy way to engage and foster long term loyalty.",11-50,1.0,Seed,2022-12-20,0.0,Pre-Seed,0.0,,11-50,Private,,,,,,2,1,2022,26243,False,False
Zen Home Technologies,2019-01-01,https://zenhometech.com/covid-mk2-respirator/,"Denver, Colorado, United States","Consumer Goods, Design, Health Care, Manufacturing","3D Printing, DIY, Personal Health, Product Design",1732478.0,"Zen Home Technologies has designed a DIY reusable respirator using 3D printing, an N95 mask, and a garbage bag.  The company is based in Denver, Colorado and was founded by Corey Binder.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,67413,False,False
The Dibz,2020-01-01,https://www.thedibz.com/,"Chicago, Illinois, United States","Clothing and Apparel, Commerce and Shopping, Internet Services, Manufacturing","Apparel, E-Commerce, Online Portals, Retail, Textiles",401185.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,33916,False,False
iRaCom Logistics,2018-01-01,https://iracom.biz,"Charleston, South Carolina, United States",Transportation,"Logistics, Supply Chain Management, Transportation",1338322.0,iRaCom Logistics is a technological firm that gives the logistics sector real-time solutions. Their tech-driven platform offers services to client that will stay ahead of their competitors and be able to run their freight operations efficiently. They can be reached by phone and email.,51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,6,2018,59496,False,False
Tourlami,2019-11-27,https://www.tourlami.com/,"New York, New York, United States",Food and Beverage,"Bakery, Food and Beverage, Recipes, Restaurants",2108570.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,73161,False,False
Errand,2022-01-01,https://goerrand.com,"Orem, Utah, United States","Administrative Services, Commerce and Shopping, Internet Services, Transportation","Courier Service, Delivery Service, Internet, Logistics, Marketplace",324911.0,"Errand is a marketplace platform that offers an on-demand running service for busy people. The platform provides its customers with ""Errand Runners"" who can handle just about any errand imaginable. It also has an easy-to-use app that allows businesses to list their products and customers to place orders. The app allows businesses to define their own delivery radius and provides real-time tracking, allowing customers to see the status of their delivery in real-time.  Errand's mission is to give people back their time by assisting them with various errands that take time away from what truly matters. It was founded in 2022 and is based in Orem, Utah.",11-50,0.0,,,0.0,,0.0,3.0,11-50,Private,,,,,,6,2,2022,30139,False,False
Klickly,2018-01-01,http://www.klickly.com,"Santa Monica, California, United States","Commerce and Shopping, Data and Analytics, Financial Services, Mobile, Payments, Software","Analytics, Big Data, E-Commerce, Mobile Payments, Shopping, Software",177077.0,"Klickly is the first AI-driven, real-time consumer data software platform that enables distributed commerce. Klickly’s AI leverages evergreen data of billions of full-funnel events and millions of data profiles, enabling multi-channel offer prioritization, intelligent product discovery, in-ad buying, and customer acquisition for thousands of fast-growing ecommerce brands.",11-50,2.0,Early Stage Venture,2020-02-07,0.0,Series A,0.0,1.0,11-50,Private,,,0.0,2.0,,2,6,2018,20427,False,False
Saigon Valley,2019-01-01,http://saigonvalley.com/,"Newark, Delaware, United States","Consumer Electronics, Hardware, Information Technology, Professional Services, Software","Computer, Consulting, Developer Platform, IT Infrastructure, Software",1268651.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,57697,False,False
VTR,2020-01-01,https://www.vtrvr.com,"Houston, Texas, United States","Hardware, Science and Engineering, Software","Aerospace, Software, Virtual Reality",673706.0,"Visionary Training Resources is a virtual reality software company dedicated to improving pilot training. The company was founded in 2020 and is headquartered in The Woodlands, Texas.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,0.0,2.0,Computing; Calculating,6,4,2020,43695,False,False
Audius,2018-02-01,https://audius.co,"San Francisco, California, United States","Blockchain and Cryptocurrency, Media and Entertainment, Music and Audio, Other","Blockchain, Digital Entertainment, Music",74421.0,"Audius is creating a fully decentralized community of artists, developers, and listeners collaborating to share and defend the world’s music. Using Audius, creators can generate immutable and time-stamped records for your creative works and register your assets to the Audius network. Because the network is decentralized and secured by blockchain technology, the metadata attribution remains safe, verifiable and immutable. Providing a transparent network in a space traditionally controlled by third parties, Audius builds a bridge between creators and consumers. Discover new content or verify authenticity, authorized through a truly transparent system of attribution. Audius uses blockchain technology to ensure that artists get paid safely & instantly as consumers listen to content. Choose from preexisting license terms or create your own and automate the payments, transfers, and issuance of licenses.",11-50,3.0,,2021-09-16,5000000.0,Venture - Series Unknown,13600000.0,3.0,11-50,Private,,,,,,1,6,2018,10118,False,False
Lirn.io,2022-06-02,https://lirn.io,"Hollister, California, United States","Blockchain and Cryptocurrency, Education, Other","Blockchain, Education, Higher Education",1177062.0,,1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,1,2022,55473,False,False
Crave Counseling,2019-01-01,https://www.cravecounseling.com,"Round Rock, Texas, United States",Health Care,"Health Care, Hospital, Medical, Psychology",1869819.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,69367,False,False
neighborr,2018-01-01,https://www.neighborrapp.com/,"New York, New York, United States","Apps, Internet Services, Software","Apps, Internet",3017874.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,88896,False,False
Ventura Ventures,2020-01-01,http://venturaventures.fund,"Thousand Oaks, California, United States","Biotechnology, Data and Analytics, Health Care, Science and Engineering","Bioinformatics, Biopharma, Biotechnology, Genetics, Health Care, Health Diagnostics, Life Science, Medical Device, Neuroscience",470749.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,36805,False,False
Catalogue,2020-01-01,https://catalogue.co/,"Washington, District of Columbia, United States","Other, Professional Services",Customer Service,954408.0,,501-1000,1.0,Private Equity,2021-06-07,0.0,Private Equity,0.0,,501-1000,Private,,,,,,2,4,2020,51225,False,False
<Tuple>,2019-09-01,http://tuple.xyz,"Charlotte, North Carolina, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Bioinformatics, Biotechnology, Cloud Computing, Information Technology, Software",624106.0,"<Tuple> is a technology firm providing expert consulting and research services. We specialize in Microsoft Azure technologies, implementing modern artificial intelligence and data platform solutions. In addition, we also have expertise in the life sciences space, providing consultative assistance in bioinformatics and genomics research.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,42194,False,False
Salaam,2019-01-01,https://www.salaamusa.org,"San Diego, California, United States","Community and Lifestyle, Other, Social Impact","Communities, Humanitarian, Non Profit",3104675.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,90474,False,False
Formal Translations,2022-01-01,https://www.formaltranslations.com/,"Beaverton, Oregon, United States",Professional Services,Translation Service,2677479.0,Certified Document Translations,101-250,0.0,,,0.0,,0.0,1.0,101-250,Private,,,,,,6,2,2022,84763,False,False
Cross Arrows,2018-01-01,https://www.thecrossarrows.com,"Seattle, Washington, United States","Design, Other, Real Estate","Commercial, Construction, Interior Design",2559745.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,81920,False,False
Verras,2021-01-01,https://www.verras.com,"Las Vegas, Nevada, United States","Data and Analytics, Health Care","Analytics, Health Care, Hospital",143441.0,,1-10,1.0,Seed,2021-10-01,250000.0,Pre-Seed,250000.0,,1-10,Private,,,,,,0,3,2021,17746,False,False
BioAlert Technologies,2019-01-01,http://bioalerttech.com,"Philadelphia, Pennsylvania, United States",Health Care,"Health Care, Health Diagnostics, Medical Device",2204608.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,76463,False,False
Sticker Blitz,2020-01-01,https://stickerblitz.com,"Warren, Michigan, United States","Content and Publishing, Media and Entertainment, Other","B2B, Printing",169310.0,"Sticker Blitz is a provider of printing services focused on stickers. The company specializes in custom-made stickers as per customer requests with a next-day turnaround, thereby allowing its clients to easily create and customize their own stickers.",11-50,1.0,,2023-08-23,5000.0,Grant,5000.0,,11-50,Private,,,,,,1,4,2020,19809,False,False
Access Strategy Partners,2018-01-01,https://www.accessstrategypartners.com,"Braintree, Massachusetts, United States",Health Care,Hospital,1415611.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,2.0,,6,6,2018,61139,False,False
Sgmoid,2019-01-01,https://www.sgmoid.com,"Walnut, California, United States","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Software",1676536.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,65399,False,False
Ondot Media,2018-01-01,https://ondot.com,"Redwood City, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, News",295748.0,"OnDot is your trusted and dependable growth partner specializing in content, strategic messaging, creative & design services for digital marketing and multi-channel outreach. We create quality content to share knowledge, generate trust and forge strong relationships with our clients. With the awareness that B2B technology validation processes have changed radically, we ensure that our content provides valuable insights and hence validation for purchase decisions. OnDot reaches millions of readers every month across its brands in more than 150 countries. With physical presence in over 8 countries and multiple delivery centres across the globe.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,6,2018,28515,False,False
Fibo Technologies Inc.,2022-01-26,https://fibo.finance,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Other, Real Estate","Blockchain, Real Estate, Real Estate Investment",215006.0,"Fibo Technologies is a developer of an online financial system made for real estate investment and tax refunds. The company's technology consists of a bot that monitors and automates the accountant's activities and a platform that connects to various enterprises, governmental organizations, and other information sources using optical character recognition and natural language processing. This allows employees to finish their tax returns.",1-10,1.0,Seed,2022-02-01,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,2,2022,23269,False,False
Accounting Panel,2018-01-01,https://accountingpanel.com/,"Newark, Delaware, United States","Financial Services, Information Technology, Professional Services, Software","Accounting, Financial Services, Information Technology, Software",974341.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,51719,False,False
You Choose Labs,2018-01-01,https://www.youchooselabs.com,"Duluth, Georgia, United States","Health Care, Mobile","Health Care, Medical, mHealth",2691127.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,84564,False,False
Crete Mechanical Group,2020-01-01,https://cretemechanical.com/,"New York, New York, United States","Manufacturing, Other","Machinery Manufacturing, Service Industry",175494.0,"Crete Mechanical Group is a multi-site owner, operator and business partner to mechanical service businesses in the United States. Crete Mechanical Group is a leading provider of commercial HVAC, electrical, plumbing and building automation services to industrial, multi-family, government, healthcare, education and other end markets. CMG provides a range of corporate, financial and accounting, human resources (including technician recruiting and retention), procurement, sales, best practice sharing and general operational support resources to its national network of regional partners, while still maintaining a degree of local autonomy that promotes cultural continuity and customer responsiveness.",51-100,1.0,Private Equity,2022-06-02,0.0,Private Equity,0.0,,51-100,Private,,,,,,2,4,2020,20296,False,False
Doodle Addicts,2018-01-01,https://www.doodleaddicts.com,"Miami, Florida, United States","Internet Services, Media and Entertainment, Sales and Marketing","Art, Marketing, Social Media",2058395.0,"Doodle Addicts is an online art community created from the ground-up to provide artists with an engaging platform to share their work, participate in drawing challenges and prompts, and make art a part of their every day.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,72399,False,False
Dyversifi,2020-06-01,https://www.dyversifi.com/,"Atlanta, Georgia, United States",Administrative Services,Human Resources,2072511.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,73732,False,False
Lean Rocket Lab,2019-01-01,https://www.leanrocketlab.org/,"Jackson, Michigan, United States","Financial Services, Lending and Investments, Professional Services, Real Estate","Business Development, Consulting, Coworking, Incubators",632661.0,"Lean Rocket Lab is a Manu-tech startup incubator and industry 4.0 business accelerator. It serves as a hub for innovation, entrepreneurship and economic development. It was founded in 2019 and based in Jackson, Michigan.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,42473,False,False
LD Formation,2020-01-01,https://ld-formation.fr,"La Salle, Illinois, United States","Education, Software","E-Learning, Language Learning, Training",2816707.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,85810,False,False
IntelligentRx,2019-01-01,https://intelligentrx.com,"Minneapolis, Minnesota, United States",Health Care,Health Care,428045.0,IntelligentRx is a next-generation digital healthcare startup. Our mission is to increase access to affordable prescription medications for all Americans. Our FREE platform provides a prescription comparison tool to compare drug prices at local pharmacies and get coupons/discounts that can be used to save up to 85% off the retail price of drug prices.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,35114,False,False
