company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Riser,2022-01-01,https://riser.la/,"Los Angeles, California, United States","Data and Analytics, Media and Entertainment, Music and Audio, Software","Art, Database, Music",994635.0,,11-50,1.0,Seed,2023-01-01,,Seed,,,11-50,Private,,,,,,2,2022,52246,False,False
Wimple,2020-06-01,https://www.wimple.com,"La Jolla, California, United States","Financial Services, Media and Entertainment, Other","Advice, Finance, Financial Services, Professional Services",1807977.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,69009,False,False
JukeStrat,2019-01-01,https://jukestrat.com,"Fort Worth, Texas, United States","Internet Services, Professional Services, Sales and Marketing","Brand Marketing, Consulting, Public Relations, Social Media Management",970011.0,"JukeStrat is a consulting group focused on business transformation, venture building, brand and media positioning, and social impact. They help companies identify, develop, and expand opportunities to engage in purpose-driven work.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,51609,False,False
Johnny’s Digital,2019-01-01,https://johnnysdigital.com,"Port Washington, New York, United States","Internet Services, Sales and Marketing","Content Marketing, Digital Marketing, Email Marketing, SEO, Social Media Marketing",1542007.0,"Johnny’s Digital provides digital marketing services. Their services include search engine optimization, app store optimization, email marketing, facebook management, linkedin management, instagram management, twitter marketing, content marketing",11-50,,,,,,,,11-50,Private,,,,,,6,2019,63371,False,False
Acruva,2019-01-01,https://acruvacp.com,"Deerfield Beach, Florida, United States",Financial Services,"Asset Management, Finance, Financial Services",1725286.0,"ACRUVA Capital Partners operates in the finance industry, focusing on joint ventures and partnerships. The company has formed a joint venture with Alliant Capital, a long-term financial partner. ACRUVA, along with multiple Joint Venture Development partners across the United States, has completed 22 new developments. The company's expertise spans multifamily market rate and affordable housing, including finance, syndication, development, construction, design, and asset management. ACRUVA's non-profit partners and development professionals bring their experience together to support the company and create truly impactful projects.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,67549,False,False
Innovo Therapeutics,2021-01-01,https://www.innovotherapeutics.com,"San Diego, California, United States","Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering","Biotechnology, Medical, Product Research",35532.0,Innovo Therapeutics is a anti-cancer drug developer committed to research and creation of medications that target protein breakdown.,11-50,2.0,Seed,2023-12-01,14140111.0,Seed,28869822.0,,11-50,Private,,,,,,0,2021,4221,False,False
Retoken,2021-10-01,https://www.retoken.io/,"Arizona City, Arizona, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software","Cryptocurrency, Finance, Financial Services",854703.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,48729,False,False
ProspectBlue,2019-01-01,https://prospectblue.com/,"Richmond, Virginia, United States","Administrative Services, Professional Services","Recruiting, Staffing Agency",1509207.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,62487,False,False
Green Passion Industries,2018-01-01,https://www.greenpassionindustries.com/,"Millburn, New Jersey, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Professional Services","Alternative Medicine, Cannabis, Consulting, Retail",1157788.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,54543,False,False
Drone Geoscience,2021-01-01,https://www.dronegeosci.com,"Denver, Colorado, United States","Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Navigation and Mapping, Software","Drone Management, Drones, Geospatial, Mapping Services",1150745.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,54702,False,False
Runner,2019-01-01,https://runner.one,"Seattle, Washington, United States","Administrative Services, Food and Beverage, Transportation","Delivery, Food Delivery, Logistics, Same Day Delivery",162688.0,"Runner is a last mile delivery company disrupting rates for restaurants. Right now restaurants are between a rock and a hard place with on-app commissions or off-app monopoly delivery rates. Runner represents the first opportunity restaurants have to keep delivering, but not pay all their profit to big delivery companies like Door Dash. Runner has been publicized in major publications, acquired thousands of restaurant clients without spending a single dollar on advertising or marketing, and is paving the way for how restaurants deliver from now on.",11-50,1.0,Seed,2019-09-27,500000.0,Pre-Seed,500000.0,1.0,11-50,Private,,,,,,0,2019,19291,False,False
Novaris Consulting,2020-01-01,https://novarisconsulting.com,"Washington, District of Columbia, United States","Data and Analytics, Design, Professional Services, Sales and Marketing","Brand Marketing, Consulting, Market Research",2688495.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,84614,False,False
Figgy,2020-01-01,https://figgyplay.com/,"Madison, Wisconsin, United States","Commerce and Shopping, Community and Lifestyle, Internet Services, Manufacturing","Children, Internet, Manufacturing, Retail",535613.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,39223,False,False
Bryght Labs,2020-01-01,http://bryghtlabs.com,"Lenexa, Kansas, United States","Consumer Electronics, Consumer Goods, Gaming, Hardware","Electronics, Gaming, Toys",354211.0,Bryght Labs are connected gaming startup approachable to tech-enthusiasts and innovators with 48 combined years of experience in consumer tech. It also makes STEM-focused games more approachable.,1-10,2.0,Seed,2023-02-20,,Pre-Seed,,,1-10,Private,,,,,,2,2020,31694,False,False
Purelief CBD Products,2018-07-20,http://pureliefcbd.com,"Elkhart, Indiana, United States","Health Care, Sports","Fitness, Health Care, Medical, Wellness",3084133.0,"Purelief CBD Products manufactures and distributes health and wellness products containing high levels of CBD. Its products include CBD tinctures, CBD oil, and CBD lotion. Purelief CBD products offer organic CBD oils, lotions, and tinctures. Purelief CBD has a variety of strengths to help calm nerves and relieve pain.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,89466,False,False
Pell Software,2019-05-01,https://www.pellsoftware.com,"Denver, Colorado, United States","Apps, Data and Analytics, Information Technology, Mobile, Other, Science and Engineering, Software","Data Integration, Desktop Apps, Developer APIs, Enterprise Software, Mobile Apps, Productivity Tools, Software, Software Engineering, Web Development",376277.0,"We solve complex business problems with easy-to-use custom enterprise software to simplify your workflows and integrate your systems.  That means we build web applications for managing your operations more efficiently, mobile apps for data entry in the field, and server and desktop apps for integrating data and providing powerful business utilities. Our expert team of 100% US-based software engineers interface directly with your product owners to achieve an efficient and personalized experience throughout the entire development lifecycle. New technology means custom business software is more affordable than ever before. Now you can streamline your workflows and scale your business like a Fortune 500 company, all for a fraction of the cost of what was previously possible! We are industry-leading experts in developing world-class custom business software solutions. Check out our reviews online: https://www.trustpilot.com/review/pellsoftware.com https://clutch.co/profile/pell-software#reviews",11-50,,,,,,,,11-50,Private,,,,,,6,2019,32760,False,False
eSEOspace,2019-01-01,https://www.eseospace.com,"San Diego, California, United States","Design, Internet Services, Sales and Marketing","Digital Marketing, SEO, Web Design",583476.0,"ESEOspace offers website design, website management, hosting packages, and public relations services. They provide services for architecture, automotive, real estate, insurance, manufacturing, oil, and gas. They also provide web site security, protection, and monitoring.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,40858,False,False
Jile,2018-01-01,https://www.jile.io,"Santa Clara, California, United States","Administrative Services, Information Technology, Other, Software","Developer Tools, DevOps, Enterprise Software, Information Technology, Product Management, Project Management, SaaS, Software",395556.0,"Jile is a cloud based product which helps teams to successfully implement Agile & DevOps methodologies.  Single teams can use Jile to effectively follow Agile development methodology while in a multi team setup, Jile can be used to scale Agile practices across the entire enterprise level through built in features like Enterprise Vision board, Portfolio - Program traceability and detailed visual graphic reports & dashboards.",51-100,,,,,,,,51-100,Private,,,,,,6,2018,33659,False,False
Heredia & Lennon Family Law,2020-01-01,https://www.hlfamilylaw.com,"Atlanta, Georgia, United States","Media and Entertainment, Other, Professional Services","Advice, Legal, Professional Services",2173129.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,75317,False,False
WE Global Studios,2020-01-01,https://www.weglobalstudios.com/,"Los Angeles, California, United States","Media and Entertainment, Professional Services","Advice, Business Development, Consulting",480170.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,37159,False,False
Jobsolv,2019-01-01,https://www.jobsolv.com,"Austin, Texas, United States","Administrative Services, Education, Other, Professional Services, Software","Career Planning, Consulting, Education, Human Resources, Professional Services, Recruiting, SaaS, Software, Training",234509.0,"All-in-one job search platform for remote job seekers. 1-click job search, resume tailoring, and job submission. AI-driven software as a service (SaaS) offers an upgraded option for a fully human-managed job search, designed to help you land more interviews quickly.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,24752,False,False
Saddleye,2019-01-01,https://saddleye.com/,"Dallas, Texas, United States",Information Technology,Information Services,1163489.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,55765,False,False
Sierra BioSystems,2018-01-01,https://sierrabio.com,"Sonora, California, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Genetics, Life Science",504241.0,Sierra BioSystems offers services  to solve the problems behind the high costs of synthetic DNA. They offer services to broaden world access to the equipment used in genetic research. They can be reached by phone.,11-50,,,,,,,,11-50,Private,,,2.0,0.0,,6,2018,38064,False,False
Cannalytics,2020-01-01,https://cannalytics.io,"Newtown, Pennsylvania, United States","Data and Analytics, Information Technology, Software","Analytics, Business Intelligence, Information Technology, Software",1343459.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,59387,False,False
Anderson Lehrman Barre Maraist,2021-01-01,https://www.albmlaw.com,"Corpus Christi, Texas, United States","Government and Military, Other, Privacy and Security, Professional Services","Law Enforcement, Legal, Professional Services",1314378.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,58316,False,False
Persistence AI,2019-04-09,https://www.persistence.ai/,"Raleigh, North Carolina, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Marketing, SaaS, Sales, Sales Automation, SMS, Software",213813.0,"Persistence AI provides sales assistants that engage and qualify existing leads and automatically turn them into high-intent inbound calls. Persistence AI is able to increase the lead-to-call rates, reduce overall costs, and let sales reps focus on closing sales - not dials or qualifying leads. They're confident of the ROI increase with Persistence AI.  Since Persistence AI is a complete cloud-based solution, there is nothing for the user to install or configure. Integration is quick and simple (in many cases 1-2 days), and their professional services team will take care of all the heavy lifting. Simply send the existing leads to the platform, and they'll take care of the rest.",11-50,,,,,,,2.0,11-50,Private,,,,,,6,2019,23174,False,False
Capital Constellation,2018-01-01,https://capitalconstellation.com,"New York, New York, United States","Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",299490.0,"Constellation is advised by Wafra, a leading manager of private equity and alternative investment funds, building on its experience of partnering with pioneering investor entrepreneurs to translate their visionary investment strategies to deliver lasting benefits for both asset owners and investment managers.",101-250,,,,,,,,101-250,Private,,,,,,6,2018,28717,False,False
Integrity First Insurance,2018-01-01,https://Www.integrityfirstinsuranceservices.com,"Ellettsville, Indiana, United States",Financial Services,"Auto Insurance, Insurance, Life Insurance",1965076.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,70824,False,False
Striv360,2018-01-01,https://www.striv360.com,"Lakewood, New Jersey, United States","Information Technology, Software","Information Technology, Software",896940.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,49814,False,False
Glossi,2020-01-01,https://www.glossi.io,"Los Angeles, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Brand Marketing, Content Creators, Content Marketing, Creative Agency",430165.0,"Glossi enables businesses to design like professionals. Companies employ them to bring their products to life, from expanding e-commerce firms to industrial SMBs to high-tech startups. It creates impactful graphics from 3D models of any product without the use of conventional production, cameras, or sets. With merely a digital representation of their goods, they produce a limitless amount of images and films for clients' advertisements, social media posts, and stores.",1-10,,,,,,,,1-10,Private,,,0.0,0.0,,6,2020,35188,False,False
Shubox,2022-12-31,https://shubox.ai/,"New York, New York, United States","Data and Analytics, Financial Services, Software","Big Data, FinTech, SaaS",204291.0,,1-10,1.0,Seed,2023-04-05,,Pre-Seed,,1.0,1-10,Private,,,,,,2,2022,22450,False,False
LoginLegacy,2020-01-01,https://www.loginlegacy.com/,"San Diego, California, United States","Financial Services, Professional Services, Real Estate","Legal, Real Estate, Real Estate Investment",2126233.0,,1-10,,,,,,,2.0,1-10,Private,,,1.0,0.0,Computing; Calculating,6,2020,74440,False,False
Zurp,2022-01-01,https://www.zurp.com/,"Miami, Florida, United States",Financial Services,Financial Services,96012.0,"Zurp is a fintech platform built for superfans. Instead of a traditional reward program, Zurp offers exclusive experiences with cardholders' favorite influencers.",11-50,1.0,Seed,2023-01-24,5000000.0,Pre-Seed,5000000.0,1.0,11-50,Private,,,0.0,0.0,,0,2022,12820,False,False
The Savino Group,2018-01-01,https://www.thesavinogroup.com,"Chicago, Illinois, United States","Financial Services, Sales and Marketing","Asset Management, Financial Services, Marketing",2533516.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,82349,False,False
Quincy Axe Company,2021-01-01,https://www.quincyaxecompany.com,"Quincy, Illinois, United States",Sports,Recreation,304176.0,Quincy Axe Company creates a joyful environment with an unforgettable axe/knife-throwing experience by fostering a sporting community.,1-10,1.0,,2023-06-15,5000.0,Grant,5000.0,,1-10,Private,,,,,,1,2021,28956,False,False
ProtoStudio,2021-01-01,https://proto.studio/,"Nashua, New Hampshire, United States",Software,"Software, Web Development",1932106.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,71415,False,False
Opstrace,2019-04-17,https://opstrace.com,"San Francisco, California, United States","Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software","Cloud Infrastructure, Data Visualization, Developer Tools, Internet, Open Source, Software",255061.0,"Private - Data stays in your network. Secure - Multi-tenant APIs with authenticated endpoints. Cost-effective - Controllable cost, up to 10x cheaper than popular metered services.",1-10,,M&A,,,,,2.0,1-10,Private,,,0.0,1.0,,5,2019,26090,False,False
Eternal,2019-01-01,https://eternal.gg,"Los Angeles, California, United States","Content and Publishing, Information Technology, Media and Entertainment, Software, Video","Content, Information Technology, Software, Video, Video Streaming",471289.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,36823,False,False
STAPr,2018-01-01,https://www.stapr.com/,"Denver, Colorado, United States",Internet Services,"Internet, Social Network",2364603.0,"Like LinkedIn and Facebook, STAPr is a student-professional Networking Hub innovated to engage and connect students and professionals to worldwide resources- Leveraging mentorship. Empowering its users with access to information, resources, opportunity, and networks streamlined and centered around the four specific areas (educational, personal, professional, and social). Providing a user-centric experience and value. STAPr’s goal is to disrupt the social networking market by introducing a new generation of networking.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,78801,False,False
Quasi Ventures Inc.,2022-01-31,https://quasi.market/,"West Lafayette, Indiana, United States","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Marketplace, Software",504475.0,"Quasi is a digital marketplace full of AI tools that help people create personal content within seconds. From AI Text to AI Images and even AI Code, creating becomes infinitely more personal and accessible to anyone.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2022,38070,False,False
Legion Films,2020-01-01,https://legionfilms.com/,"Simsbury, Connecticut, United States","Media and Entertainment, Video","Animation, Media and Entertainment, Video",1196232.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,56380,False,False
MyLabConnect,2019-01-01,https://mylabconnect.com,"Tampa, Florida, United States",Health Care,"Dental, Health Care, Medical Device",418383.0,"MyLabConnec connects dental practices, laboratories, dental service organizations, and even independent design centers. They offer workflow management, enterprise resource management, and dynamic customer engagement services. An online inquiry form is available on the company's website.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2019,34667,False,False
