company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Zero Degrees Media,2020-01-01,https://www.zerodegreesmedia.com/,"Frisco, Texas, United States","Advertising, Sales and Marketing","Advertising, Brand Marketing, Digital Marketing, Personal Branding",546617.0,Zero Degrees Media is the go-to personal branding agency for industry experts who want to monetize their knowledge through online coaching programs.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,39621,False,False
Ontada,2021-01-01,https://www.ontada.com/,"Atlanta, Georgia, United States",Health Care,"Health Care, Hospital, Oncology",169916.0,,501-1000,0.0,,,0.0,,0.0,,501-1000,Private,,,,,,6,3,2021,19852,False,False
PuzzleHR,2019-01-01,https://puzzlehr.com,"Tampa, Florida, United States","Administrative Services, Information Technology, Professional Services","Human Resources, Management Information Systems, Recruiting",170625.0,"PuzzleHR operates as an HR solution as a service provider. It optimizes the people processes in a way that serves to create and maintain a motivating environment for employees, increasing engagement, and decreasing turnover.",251-500,0.0,,,0.0,,0.0,1.0,251-500,Private,,,,,,6,5,2019,19916,False,False
"Closet Complete, LLC",2020-01-01,https://www.closetcomplete.com,"Brooklyn, New York, United States","Commerce and Shopping, Design, Manufacturing","Manufacturing, Product Design, Wholesale",2169921.0,"For over 20 years, Closet Complete® has been a leading manufacturer of branded Home Organizational products. Categorically recognized for Closet Hangers, Decorative Storage, Closet Organization, & Laundry Organizers; we design, source, and market to every retail sector, whether domestic, international, off-price, or online.  Experience has taught us that while effective marketing & innovation, combined with profitability, are fundamental to any business, our endurance has resulted from building valued partnerships, relationships, and experiences. In other words, the business of supplying our products made those involved feel good (both buyers and sellers). Our focus on win/win outcomes continues to be a very fulfilling goal to pursue.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,75375,False,False
Lumistry,2022-08-23,https://lumistry.com,"Austin, Texas, United States","Health Care, Professional Services, Software","Consulting, Pharmaceutical, Software",233620.0,"Lumistry is on improving operational efficiency and streamlining how pharmacies communicate with their patients. They assist them to transform their businesses to improve adherence, reduce operating costs and increase revenue. They offer a collection of solutions purpose-built for pharmacies, enabling our customers to engage with their patients.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,1,2022,24695,False,False
Babybots,2021-01-01,https://www.baby-bots.com/,"Houston, Texas, United States","Hardware, Other, Professional Services, Science and Engineering, Software","Consulting, Robotics, Service Industry",1274209.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,57570,False,False
Maple Branch Craft Brewery,2020-01-01,https://www.maplebranchbrew.com,"Fort Worth, Texas, United States","Events, Food and Beverage, Media and Entertainment","Craft Beer, Food and Beverage, Reservations",2382794.0,"Maple Branch Craft Brewery sells craft beer, food, wine, and non-alcoholic beverages. They reserve a couple tables, a section, or the entire brewery for parties. Their mug club members receive a personal 20-ounce mug, which is cleaned and stored at the brewery.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,80027,False,False
American Evidence,2021-09-22,https://americanevidence.com,"Vincennes, Indiana, United States","Government and Military, Information Technology, Internet Services, Professional Services, Real Estate","Cloud Storage, GovTech, Legal Tech, Public Safety, Smart Cities",152209.0,"American Evidence is a GUI-based automation and evidence management with blockchain backing for courts and cops. The company was founded in 2021 and is based in Vincennes, Indiana, United States.",1-10,3.0,Seed,2022-07-05,80000.0,Seed,105000.0,1.0,1-10,Private,,,,,,0,2,2021,18461,False,False
HER Galaxy,2022-01-01,https://www.hergalaxy.gg,"Tampa, Florida, United States","Gaming, Sports","eSports, Gaming",2833799.0,"HER Galaxy is a women's empowerment initiative at the intersection of esports, gaming, and culture.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,87112,False,False
MediaBrain,2020-01-01,https://www.mediabrain.io,"Chicago, Illinois, United States","Advertising, Data and Analytics, Design, Information Technology, Media and Entertainment, Sales and Marketing, Software","Advertising, Analytics, Big Data, Data Visualization, Marketing, Marketing Automation, Media and Entertainment, SaaS",702868.0,"Specialists in unifying very large and varied datasets, we deliver easy to use cloud-based solutions to enable agencies, advertisers, and media companies to derive actionable insights from their data, ensuring governance and security, while complying with GDPR and CCPA rules. Current applications range from advanced crosstabs, to automation and optimizations to real-time dashboards that monitor custom key performance indicators.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,44542,False,False
Polar Stock,2019-01-01,https://polarstock.com/,"Toledo, Ohio, United States","Commerce and Shopping, Sales and Marketing","Retail, Sales",1552424.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,63168,False,False
AVERZION,2021-01-01,https://www.averzion.com,"Gilbert, Arizona, United States","Administrative Services, Other, Professional Services, Real Estate","Commercial, Customer Service, Extermination Service, Residential",1881408.0,,11-50,0.0,,,0.0,,0.0,4.0,11-50,Private,,,,,,6,3,2021,69175,False,False
Vyorius,2021-01-23,http://vyorius.com,"Chicago, Illinois, United States","Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software, Transportation","Analytics, Artificial Intelligence (AI), Drones, Logistics, Predictive Analytics, Robotics, SaaS, Software",204152.0,"Vyorius is a SaaS platform for mobile unmanned robots, providing direct plug and play while bringing all of the command, control, supervision, management, asset tracking and maintenance tools in one place. Our AI algorithms utilize the data we gather for predictive maintenance, finding efficient vehicles in the fleet and operational analytics to optimize resources.",1-10,4.0,Seed,2021-07-28,0.0,Pre-Seed,0.0,3.0,1-10,Private,,,,,,2,3,2021,22434,False,False
Skylex Immigration Lawyer,2020-01-01,https://skylexit.com,"Sacramento, California, United States","Apps, Mobile, Professional Services, Software","Consulting, Legal, Legal Tech, Mobile Apps",1507692.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,62512,False,False
The Axia Group,2021-01-01,https://theaxiagroup.com,"West Covina, California, United States","Administrative Services, Sales and Marketing, Software","Human Resources, Marketing, Web Development",713059.0,"The Axia Group offers human resources, marketing, and software development services. They also provide compliance and reporting, enrollment, technology, enrichment material procurement, invoice servicing, records, testing, and more services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,44882,False,False
The Sales Arms,2020-01-01,https://www.thesalesarms.com,"Hawthorne, New Jersey, United States","Education, Professional Services, Sales and Marketing","Consulting, Email Marketing, Social Media Marketing, Training",2643580.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,83701,False,False
Black in X,2020-01-01,https://www.blackinx.org,"Atlanta, Georgia, United States","Administrative Services, Other, Social Impact","Facilities Support Services, Human Resources, Non Profit",2703364.0,Black In X events that highlight the collective issues Black professionals face on their career journey and foster a community for them and by them.,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,84395,False,False
PaySupp,2021-01-01,https://www.paysupp.com/,"Cairo, New York, United States",Financial Services,"Finance, Financial Services, FinTech",1370592.0,Paysupp is an Egyptian fintech platform that provides innovative financial solutions to help SMEs get access to finance.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,60458,False,False
Goodie Bag,2022-01-01,https://www.about.goodiebag.co/,"Boulder, Colorado, United States","Food and Beverage, Transportation","Food and Beverage, Food Delivery, Food Processing",99244.0,,11-50,1.0,Seed,2023-08-02,120000.0,Pre-Seed,120000.0,,11-50,Private,,,,,,0,2,2022,13204,False,False
500 Experiences,2019-02-27,https://www.500experiences.com/,"Los Angeles, California, United States","Community and Lifestyle, Travel and Tourism","Adventure Travel, Leisure, Travel",166538.0,"500 Experiences is your one-stop shop for discovering and booking the most exciting local adventures. Our platform curates the best experiences from popular platforms like Airbnb and TripAdvisor, but we don't stop there! We also offer unique, original experiences that are exclusively available on our platform, giving you the chance to have truly one-of-a-kind adventures.",1-10,1.0,Seed,2021-09-01,100000.0,Pre-Seed,100000.0,2.0,1-10,Private,,,,,,0,5,2019,19592,False,False
DNA Vibe,2019-01-01,https://dnavibe.com/,"Centennial, Colorado, United States","Biotechnology, Health Care, Manufacturing, Science and Engineering, Sports","Biotechnology, Fitness, Manufacturing, Wellness",362204.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,Medical Or Veterinary Science; Hygiene,6,5,2019,32091,False,False
Ferndale Public Schools,2021-01-01,https://www.ferndaleschools.org/,"Ferndale, Michigan, United States",Education,Education,960956.0,,501-1000,0.0,,,0.0,,0.0,,501-1000,Private,,,,,,6,3,2021,51389,False,False
IndustryPlug101,2020-05-01,https://www.industryplug101.com/,"Francisco, North Carolina, United States","Media and Entertainment, Music and Audio",Music,3150690.0,"IP101 was founded by independent artist, Rookie2x, for  artists seeking guidence and premier services within the music industry. Rookie2x main goal for IP101 is to minimize scams and give all indie artists the same  opportunity as the major artist without damaging their income.",51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,3,2020,91240,False,False
Lidh Technologies,2020-03-18,https://www.lidhtech.com,"San Diego, California, United States",Transportation,"Logistics, Supply Chain Management, Transportation",1596207.0,"It's to create sustainable technological products, aiming at sustainability and carbon reductions. We believe in a better future and when great people and minds come together the sky is the limit and we are just starting our journey, let's come together and make history.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,63865,False,False
Bandina Partners,2022-01-01,https://bandinapartners.com/,"Austin, Texas, United States","Financial Services, Lending and Investments","Finance, Financial Services, Impact Investing",113160.0,"Bandina Partners' mission is to acquire and operate one great business for the long term. Founded in 2022 by Davis John, Bandina Partners looks for successful business owners ready to transition out of day-to-day operations.",1-10,1.0,Seed,2022-10-05,450000.0,Seed,450000.0,1.0,1-10,Private,,,,,,0,2,2022,14754,False,False
Intricate Digital Marketing,2019-03-01,https://intricatedigital.com/,"Scottsdale, Arizona, United States","Advertising, Commerce and Shopping, Sales and Marketing","Advertising, E-Commerce, Marketing",1483276.0,"We do SEO, WEB Design & Advertising for Local, eCommerce and National Level Companies Intricate Digital Marketing creates effective marketing campaigns for interior design, home pro, builders, roofing companies & more industries. Our Internet Marketing Solutions supports our industry in generating qualified leads through Google and other Search Engines.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,61404,False,False
Merlin Mobility,2020-03-01,https://www.drivemerlin.com/,"Havertown, Pennsylvania, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Computer Vision, Hardware, Internet of Things, Software",245257.0,Merlin Mobility is an autonomous technology company on a mission to eliminate accidents and enable any teen or adult to drive safely.,1-10,1.0,Seed,2021-09-30,0.0,Pre-Seed,0.0,3.0,1-10,Private,,,,,,2,4,2020,25449,False,False
Emerald Isle Health And Recovery,2019-01-01,https://emeraldislehealthandrecovery.com,"Sun City, Arizona, United States",Health Care,"Addiction Treatment, Health Care, Medical, Mental Health, Rehabilitation",603480.0,"Emerald Isle Health And Recovery provides treatment for mental health treatment, addiction treatment, alcohol rehab, and drug rehab. They offer approaches for effective residential care while integrating outpatient services for substance abuse and mental health disorders. The company's contact modes are by mail, phone, and physical address.",11-50,0.0,M&A,,0.0,,0.0,,11-50,Private,,,,,,5,5,2019,41533,False,False
Mixxi,2020-01-11,https://www.mixxi.app,"Oakland, California, United States","Apps, Community and Lifestyle, Hardware, Media and Entertainment, Software","Apps, Digital Entertainment, Metaverse, Private Social Networking, Virtual Reality",464270.0,"The Mixxiverse is a metaverse where people can connect in magical worlds. The Mixxiverse offers a spatial video and audio feature that gives a sense of place without physical limitations as it creates opportunities for users to connect anywhere, anytime. The spaces feels natural with people wandering around the space and mingling between groups, and the vast integrations of games allow people to connect organically.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,36546,False,False
VIP Mortgage Group,2020-01-01,https://www.vipmortgagegroup.com,"Orlando, Florida, United States","Financial Services, Professional Services","Consulting, Finance, Financial Services, Lending",1664008.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,65657,False,False
Force Medical Supply,2020-01-01,http://forcemedicalsupplyltd.com,"Chicago, Illinois, United States",Health Care,"Health Care, Medical Device",1645380.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,66043,False,False
DDCTE Holdings,2018-05-28,http://ddcte.co,"Atlanta, Georgia, United States",Professional Services,Business Development,1595897.0,"DDCTE is a holdings company, with the goal of bringing the community together to stop the unnecessary differences, giving them a reason to come together to promote community growth.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2018,63873,False,False
Curate Insights,2020-01-01,https://curateinsights.com/,"Woburn, Massachusetts, United States","Data and Analytics, Internet Services, Software","Analytics, Business Intelligence, Cloud Computing",331699.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,30509,False,False
Eth.id,2022-06-09,https://eth.id,"Brandon, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Payments, Software","Cryptocurrency, Information Technology, Software",239042.0,,1-10,1.0,Seed,2023-04-19,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,1,2022,25060,False,False
HRB Connects,2021-01-01,https://www.hrbconnects.com,"Wheaton, Illinois, United States","Administrative Services, Professional Services","Employment, Recruiting, Staffing Agency",2306354.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,78150,False,False
ScoreBreak,2018-10-29,https://scorebreak.io,"Denver, Colorado, United States","Apps, Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software, Sports, Video","Apps, Film, Messaging, Productivity Tools, Sports, Video, Video on Demand, Video Streaming",533783.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,2.0,0.0,Electric Communication Technique,6,5,2018,39161,False,False
Studioworks Artist Collective + Gallery,2019-01-01,https://www.studioworksgallery.com,"Charlotte, North Carolina, United States","Media and Entertainment, Other, Real Estate","Art, Commercial, Rental Property",2927868.0,"Studioworks Artist Collective + Gallery provides sinks, kitchens, and bathrooms on each floor, communal spaces, excellent parking, security, and studio space rental services. The contact mode is by mail and physical address.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,88658,False,False
Tylosoft,2020-01-01,https://tylosoft.com/,"Boulder, Colorado, United States","Consumer Electronics, Hardware, Other, Professional Services, Software","Computer, Consulting, Enterprise, Software",1672430.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,65486,False,False
Intermountain Mining Technology,2019-01-01,https://www.imminingtech.com,"West Valley City, Utah, United States","Information Technology, Natural Resources, Software","Information Technology, Mining Technology, Simulation, Software",2490158.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,81448,False,False
FIND Surgical Sciences,2019-01-01,https://findsurgicalsciences.com,"Boston, Massachusetts, United States","Health Care, Software","Health Care, Software",1413024.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,61212,False,False
Truliant Consulting,2021-01-01,https://www.truliantconsulting.com,"Baltimore, Maryland, United States","Biotechnology, Media and Entertainment, Professional Services, Science and Engineering","Advice, Consulting, Life Science",743984.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,45725,False,False
Inara Arts,2020-01-01,https://www.inaraarts.com,"Trenton, New Jersey, United States","Education, Media and Entertainment","Art, Education, Performing Arts, Training",3103427.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,90492,False,False
Fulfil,2021-01-01,https://fulfilstaffing.com,"Windham, New Hampshire, United States","Administrative Services, Internet Services, Professional Services","Online Portals, Recruiting, Staffing Agency",341548.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,3,2021,31020,False,False
SynergyMed,2019-09-15,http://synergymed-ltd.com/,"Fremont, New Hampshire, United States",Health Care,"Health Care, Medical, Medical Device, Oncology, Veterinary",371333.0,"SynergyMed Devices is a medical device company focused on the development of cancer tumor treatment products based on an innovative noninvasive ablation technology. The company is registered in the US, based in Boston (with presence in Jerusalem), and is currently at the clinical stage. SynergyMed platform technology may be used as an alternative to surgery for the treatment of early-stage breast, head and neck, skin, and lung cancers for humans and also for the veterinary market. It may also be used for palliative care to relieve pain. The proven technology can locally ablate and destroy cancer tumors, precisely and effectively, without causing any damage to the surrounding healthy tissues. It is based on using specialized electromagnetic applicators which are placed around the region of interest. FDA approved nanoparticles are injected inside the tumor, which absorb the radiated electromagnetic energy efficiently, destroying the tumor without damaging the healthy tissue. The device is controlled through the company’s own developed algorithms which optimize the ablation process while precisely tracking temperature and measuring the administered treatment dose. The company has performed mice studies with breast cancer cell line, showing exceptional results, where the tumor disappeared within only a few days, leaving no scars or traces of cosmetic damage. It has also performed studies on superficial tumors in dogs with excellent results.  SynergyMed Devices Inc. has an experienced team with backgrounds from leading corporate and academic institutions. The company is currently seeking funding and strategic partnerships.",1-10,2.0,Seed,2022-05-26,0.0,Seed,0.0,2.0,1-10,Private,,,1.0,0.0,Medical Or Veterinary Science; Hygiene,2,4,2019,32523,False,False
Americanstar,2020-01-01,https://americanstarus.com/,"Houston, Texas, United States","Commerce and Shopping, Design, Manufacturing, Other, Professional Services","Consumer, Innovation Management, Manufacturing, Product Design, Retail",1429089.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,0.0,8.0,,6,4,2020,60861,False,False
iBlockchain Bank & Trust Technologies Co.,2019-10-10,https://ibbt.io,"Clearwater, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Real Estate","Blockchain, Financial Exchanges, Financial Services, FinTech, Real Estate, Real Estate Investment",153483.0,"iBBT eShare is the first blockchain-based Fractional Convertible Token (FCT) - 100% custody and administration on the blockchain, built to lower fund costs and enhance investor transparency. Learn more about Fractional Convertible Tokens (FCT)? @ ibbt.io FAQ Section",1-10,1.0,Seed,2019-12-27,238000.0,Seed,238000.0,1.0,1-10,Private,,,,,,0,4,2019,18562,False,False
Zeki,2018-05-15,https://www.getzeki.com,"Miami, Florida, United States","Advertising, Real Estate, Sales and Marketing","Advertising, Real Estate",598151.0,,11-50,0.0,,,0.0,,0.0,3.0,11-50,Private,,,,,,6,5,2018,41358,False,False
RunHost (formerly Heaven Hoster),2019-01-01,https://runhost.com,"New Castle, Delaware, United States","Internet Services, Software","Cloud Computing, Domain Registrar, Web Hosting",402006.0,"Heaven Hoster is a web hosting platform that provides results-oriented website hosting solutions for companies,  businesses, agencies, eCommerce shops, hosting resellers, bloggers, hobbyists, and students. It delivers the tools and capabilities you need to develop, power, and run your websites with greater confidence and peace of mind.  Heaven Hoster utilizes the latest technologies for its hosting servers so your websites can achieve optimum speed, reliability, security, and performance online. You’ll be able to gain the advantages and benefits of using solid-state storage devices, battery-powered RAID controllers, content delivery networks (CDNs), and web caching solutions.  You can also protect your websites from cybersecurity threats, data breaches, and system failures through various mechanisms such as regular off-site backup, SSL encryption, and anti-spam protection. Heaven Hoster offers cloud VPS and dedicated hosting packages for users who want to obtain isolated spaces, resources, or servers. This way, they’ll get better control over their websites and applications while ensuring performance, stability, and security.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,33950,False,False
Benefits Redesigned,2020-01-01,https://benefitsredesigned.com,"Houston, Texas, United States","Financial Services, Professional Services","Employment, Health Insurance, Insurance",2654402.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,83530,False,False
Apollo Ag Technologies,2020-01-01,https://www.apolloagtech.com,"Fresno, California, United States","Manufacturing, Sustainability, Transportation","Industrial, Water Purification, Water Transportation",769082.0,"Apollo Ag Technologies provides agricultural water treatment and technology solutions that improve water management procedures, giving customers peace of mind while enhancing their bottom line. They use their decades of experience and unwavering dedication to improve agricultural water treatment and provide dependable solutions.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,46413,False,False
Meet Me Live 360,2020-01-01,https://mml360.co,"Los Angeles, California, United States","Apps, Media and Entertainment, Mobile, Software, Video","Media and Entertainment, Mobile Apps, Video",323191.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,30036,False,False
Next Alpha,2019-01-01,https://www.nextalpha.com/,"New City, New York, United States",Information Technology,Information Technology,1452661.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,61988,False,False
