company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
A1 Property Ventures,2019-01-01,http://www.a1propertyventures.com/,"Pittsburgh, Pennsylvania, United States",Real Estate,"Property Management, Real Estate, Residential",1355520.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,59155,False,False
Israeli Web3 developers underground,2022-05-01,https://www.meetup.com/israel-web3-developer-underground/,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software","Blockchain, Cryptocurrency, Developer Platform, Developer Tools, Software, Web3",1385251.0,Join our Telegram group: https://t.me/+5ma6irpC0iphYjg0,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,1,2022,60162,False,False
Crackerology,2021-01-01,https://www.crackerology.com,"Kansas City, Missouri, United States","Commerce and Shopping, Food and Beverage","E-Commerce, Food and Beverage, Wholesale",1483463.0,"Crackerology is a seller of dessert and wine kits. They provide red wine kits, white wine kits, jalapeno kits, citrus kits, and BBQ kits. They also provide sweet kits, lemon cookie kits, salt gluten kits, appetizers, and dessert kits.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,61400,False,False
Motor City Orthopedics,2019-01-01,https://motorcityorthopedics.com,"Novi, Michigan, United States",Health Care,"Health Care, Medical, Wellness",1574061.0,"Motor City Orthopedics offers treatments for the knees, elbows, and ankles. They provide regenerative medicine and ultrasound procedures. They also offer musculoskeletal and sports medicine practice services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,64321,False,False
Trass Games,2022-01-01,https://trassgames.com/,"San Francisco, California, United States","Gaming, Hardware, Software","Gaming, PC Games, Virtual Reality",202380.0,,1-10,1.0,Seed,2023-07-01,0.0,Seed,0.0,,1-10,Private,,,,,,2,2,2022,22315,False,False
Flippy,2020-01-01,https://flippy-ai.com,"Irvine, California, United States","Education, Gaming, Software","EdTech, Gaming",110026.0,Master flashcards while playing your favorite video games.,1-10,2.0,Seed,2023-02-01,0.0,Pre-Seed,100000.0,1.0,1-10,Private,,,,,,1,4,2020,14388,False,False
Paysfer eMart,2022-06-01,https://www.paysfer.com/,"New York, New York, United States","Commerce and Shopping, Internet Services","E-Commerce, E-Commerce Platforms, Marketplace",291807.0,"Paysfer eMart is a new tech, e-commerce marketplace based in New York, sells all the categories of goods, in growth phase, with a low  6 % flat fee to sellers, 5 % lower prices to customers. College based team, providing  jobs to students & hire alumni.  Tech:  we just launched a best tech in space platform with faster speeds, scalable for high volume product upload & customer interaction , seo friendly, AI powered search and minimize cloud hosting costs. Above techs would minimize the need for high manual labor costs as in legacy ecommerce platforms and we plan to pass on savings to customers. We started with a concept to help struggling small businesses and public companies during the pandemic, selling their products online with no fees.  Eco friendly: We believe the growth of warehouses meant to promote immediate delivery around big cities are harmful to the environment, doubling the truck traffic on highways, carbon footprint of the  warehouses and doubling the use of packaging material. Our model would be less harmful to environmental. Products: Currently we have 200,000 products, in most of the categories, rapidly growing to a goal of 10 mil by end of the year. Vendors are based in US, UK & Asia. We are onboarding  select non-US based vendors from worldwide with high quality products. They can register on our marketplace https://marketplace.emart.ooo/ Drop shipping:   model would be added in the coming months. Sellers:   in US and around the world with high quality products, delivery methods please register at https://marketplace.emart.ooo/ or contact us at seller@paysfer.com  New Media:  A live streaming platform with a 'Shopping channel'  for products reviews by college students and a healthy living 'Mini Medicine' platform, from NY, starting in spring . Sellers on Paysfer eMart and in NY area would be offered time to showcase their products in person in NY https://www.paysfer.com/ Paysfer eMart, NY Marketplace https://marketplace.emart.ooo/",11-50,1.0,Early Stage Venture,2022-06-01,0.0,Series A,0.0,1.0,11-50,Private,,,,,,2,1,2022,28289,False,False
Fenix Capital Funding,2021-01-01,https://www.fenixcapitalfunding.com,"Brooklyn, New York, United States","Financial Services, Lending and Investments","Banking, Finance, Financial Services",551955.0,Fenix Capital Funding provides financial services in the banking and finance industry. Their mission is to foster long-lasting relationships with clients by offering alternative funding solutions. They provide a variety of funding programs to help business owners secure the capital they need for their businesses. Their services include merchant cash advances and loans. They also offer a partnership program for ISO partners to provide financial solutions for small and medium businesses nationwide.,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,3,2021,39782,False,False
Conceited Marketing,2020-01-01,https://conceitedmarketing.com/,"Millersville, Pennsylvania, United States","Advertising, Commerce and Shopping, Information Technology, Sales and Marketing, Software","Advertising, Brand Marketing, CRM, E-Commerce, Email Marketing",1266767.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,57741,False,False
FORLOH,2019-01-01,https://forloh.com,"Whitefish, Montana, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Sports","Apparel, Consumer Goods, Fashion, Sporting Goods",336960.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,11.0,,6,5,2019,30790,False,False
Dash Auto Services,2021-01-01,https://dashautoservices.com,"Salt Lake City, Utah, United States","Other, Professional Services, Transportation","Automotive, Customer Service",2219214.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,77896,False,False
Aepnus Technology,2021-01-01,https://aepnus.com,"Oakland, California, United States","Manufacturing, Science and Engineering","Chemical, Chemical Engineering, Manufacturing",172238.0,,1-10,2.0,Seed,2023-03-08,0.0,Seed,0.0,2.0,1-10,Private,,,,,,2,3,2021,20043,False,False
Eleven Buzz,2022-12-01,https://www.elevenbuzz.com,"Seattle, Washington, United States",Media and Entertainment,Media and Entertainment,1790126.0,"ElevenBuzz, your ultimate destination for all things media and entertainment. At ElevenBuzz, we strive to provide our readers with the latest news, reviews, and insights about the world of pop culture. Our website is designed to be a one-stop-shop for all your media and entertainment needs, featuring everything from breaking news to local places guides, movies, and TV series. Our team of experienced writers and editors is passionate about the world of media and entertainment and is dedicated to bringing you the latest and greatest in pop culture. Whether you’re interested in the latest celebrity gossip, want to stay up-to-date on the hottest movies and TV shows, or just want to find out what’s happening in your local area, ElevenBuzz has you covered. At ElevenBuzz, we believe that everyone deserves access to reliable and engaging information about the world of media and entertainment. Our website is designed to be accessible and easy to use, with a user-friendly interface that makes it simple to find the content you’re looking for. We also strive to provide a seamless and enjoyable experience for all our readers, with fast loading times and high-quality content that is optimized for all devices.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,1,2022,67807,False,False
Citadel FM,2020-01-01,https://citadelfm.com,"Hingham, Massachusetts, United States","Advertising, Media and Entertainment, Music and Audio, Sales and Marketing","Advertising, Audio",2118170.0,"Citadel FM provides restaurant and retail businesses with advertising and digital audio services. They offer services for hotels, c-stores, restaurants, and retail venues. They also include fitness and hospitality. The company's contact, phone, and physical address.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,74561,False,False
SubBase,2022-01-01,https://subbase.io,"Fort Lauderdale, Florida, United States","Real Estate, Software","Construction, Software",228125.0,"SubBase is a centralized technology platform simplifying outdated workflows in construction materials management. Servicing both side of the market, the platform’s user-friendly interface increases efficiency, communication, and organization - saving time and money while streamlining the entire end to end procurement process for commercial trades and their vendors. Enhance and optimize your procurement workflows by managing complex construction supply chains, effortlessly.  SubBase was built by construction folk, who understand the need for personized workflows.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2022,24284,False,False
Time2Talk,2019-07-26,https://time2talk.app,"Cleveland, Ohio, United States","Education, Internet Services, Software","E-Learning, Education, Internet, Language Learning, Social Network, Software",480351.0,"Time2Talk is a mobile app that connects Spanish learning students in the US with native Spanish speakers in Latin America on-demand.  Time2Talk is designed to improve speaking skills while promoting cultural exchange, language fluency and professional growth throughout the Americas.",1-10,1.0,Seed,2021-03-17,0.0,Seed,0.0,1.0,1-10,Private,,,,,,2,4,2019,37170,False,False
Bronco Space,2019-01-01,https://www.broncospace.com,"Pomona, California, United States","Education, Information Technology, Other, Science and Engineering","Aerospace, Technical Support, Training",992714.0,Bronco Space is developing a framework for creating the next generation of the space industry. They provide technical and programmatic training services to the defense and space industries. The company's contact modes are phone and physical address.,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,52188,False,False
Glish,2021-01-01,https://drinkglish.com,"Jersey City, New Jersey, United States","Commerce and Shopping, Food and Beverage","E-Commerce, Food and Beverage, Wholesale",1530590.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,3,2021,63622,False,False
Ambit,2021-01-01,https://ambitrd.com,"Boston, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering, Software","Biotechnology, Health Care, Health Diagnostics, Medical, Software",45626.0,"""At Ambit, we believe our innovative platform and associated services will redefine the rare disease ecosystem. While there is an array of data and professional service firms in the space offering partial, disconnected capabilities, Ambit aims to provide the first and only comprehensive, integrated platform. Ambit will develop the tools stakeholders need to better navigate the inherent challenges of managing a rare disease, starting with getting an accurate diagnosis. Ambit is designing an approach built around the most critical needs of each stakeholder. We are integrating proprietary data, algorithms, applications, genetic testing, and patient services to become an irreplaceable intermediary.""",11-50,1.0,Seed,2023-11-10,1250010.0,Seed,1250010.0,1.0,11-50,Private,,,"1,428",529.0,Medical Or Veterinary Science; Hygiene,0,3,2021,5941,False,False
Shaibit Solutions,2018-09-26,https://shaibit.net,"Sheridan, Wyoming, United States","Advertising, Design, Internet Services, Sales and Marketing, Software","Advertising, Brand Marketing, Digital Marketing, Lead Generation, SEO, Web Design, Web Development",823937.0,"Shaibit Solutions is a black-owned digital marketing company focusing on the balance of innovation and growth. Our focus is on creating high converting digital experiences.  Whether that be building your brand, design for your business, building your digital billboard of a website, or marketing your products and services, we have a passion for delivering success to our clients. We define success in a variety of factors such as KPI's, Leads, Sales, and Social Proof. The sky is the limit in a unique team like ours. What makes us unique? Shai is the god of fate and destiny in Egyptian mythology and the bit is the smallest unit of measurement in technology.  Together they harmonize into a concept of a small team disrupting a huge industry, not for our own glory but for our clients. You are our mission, our concept, and our purpose.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,47902,False,False
TEAL Concepts,2019-01-01,https://www.tealconcepts.com,"Richmond, Virginia, United States","Community and Lifestyle, Education, Professional Services","Business Development, Professional Networking, Training",2709161.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,84312,False,False
Khyria,2021-11-10,https://www.khyria.com,"Grand Rapids, Michigan, United States",Health Care,Health Care,389048.0,"We created Khyria to offer every woman her own unique health toolkit, building the next generation of menopause solutions to improve women’s experience and outcomes in midlife and beyond. We’re set on closing the data gap on female health and aging and improve long-term chronic disease outcomes.    By leveraging cutting-edge science, empathy, and data insights, Khyria aims to enhance female potential, improve women’s lives, and their impact across the world.",11-50,1.0,Seed,2021-11-14,0.0,Pre-Seed,0.0,3.0,11-50,Private,,,,,,2,2,2021,33349,False,False
Wonsulting,2019-01-01,https://www.wonsulting.com/,"Los Angeles, California, United States","Education, Professional Services","Consulting, Corporate Training, Training",149519.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,18230,False,False
Fuchs Consulting Group LLC,2021-11-16,https://www.fuchs-consulting.com,"Albuquerque, New Mexico, United States",Professional Services,Consulting,2141497.0,At Fuch Consulting Group we focus on creating value for our customers by designing and executing effective agreements and improving efficient prucrement processes.  We always work in partnership with our clients and suppliers to find the right  and sustainable solutions to each requirement.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,74200,False,False
In Home Flooring,2022-08-01,https://inhomeflooring.com/,"Denver, Colorado, United States",Real Estate,"Home Improvement, Home Renovation, Home Services",1315947.0,"In Home Flooring is Denver’s choice for outstanding home flooring design and installation, including carpet, hardwood, tile, laminate, and vinyl.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,1,2022,58279,False,False
Rhino Rails,2019-01-01,https://rhinorails.com,"Duncan, South Carolina, United States","Commerce and Shopping, Manufacturing","Manufacturing, Retail",885048.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,49515,False,False
Leadwork Marketing,2019-01-01,https://www.theleadwork.com,"Saratoga Springs, Utah, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Digital Marketing, SEO, Social Media",1973524.0,"Leadwork Marketing provides advertising services. They provide lead generation, advertising, marketing, sales, paid ads, ad design, funnels, digital marketing strategy, PPC, and social ads services. They provide inquiries through online applications, email, and phone calls.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,70674,False,False
getWise (currently in market as wiseHer),2018-10-01,https://www.wiseher.com/,"Framingham, Massachusetts, United States","Commerce and Shopping, Community and Lifestyle, Education","Marketplace, Training, Women's",725156.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,5,2018,45216,False,False
Elite Spine Health & Wellness,2022-01-01,https://elitespine.com,"Plantation, Florida, United States",Health Care,"Health Care, Therapeutics, Wellness",2249434.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,77448,False,False
BlueReceipt,2020-01-01,https://bluereceipt.com,"Chicago, Illinois, United States","Hardware, Information Technology, Sales and Marketing, Software","Brand Marketing, Communications Infrastructure, Information Services, Marketing Automation, Software",292118.0,BlueReceipt develops a Shopify plugin that uses text marketing to boost revenue. BlueReceipt is a technology company that creates conversational infrastructure for businesses and brands.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,28303,False,False
Java Gray,2019-11-28,https://www.JavaGray.com,"San Jose, California, United States","Design, Internet Services, Sales and Marketing, Software","Digital Marketing, Internet, SEO, Social Media Marketing, Web Design, Web Development",183115.0,"Java Gray is a full-service digital marketing agency based in Silicon Valley, with a special focus on analytics and measurement, conversion optimization, lead generation and content marketing. We build fully customized programs across all digital channels from Pay Per Click to Search Engine Optimization, Social Advertising, Website Design, Lead Generation & more. We offer flat rate fees and our clients own all of their data. We strive to create partnerships.",1-10,1.0,Seed,2019-12-01,100000.0,Pre-Seed,100000.0,1.0,1-10,Private,,,,,,0,4,2019,20866,False,False
Electus Health,2019-01-01,https://www.electushealth.com/,"Flower Mound, Texas, United States","Health Care, Professional Services","Health Care, Management Consulting",1427058.0,"Electus Health understands clinical autonomy is important to dental practices serving different communities, but dentists may benefit from operational support, management expertise and the financial resources of a partner. In today’s dentistry environment, with its ever-changing technology offerings, standard of care changes, compliance policies and procedures, and reimbursement challenges, the strength and experience of Electus Health enables practices to concentrate on what they do best – provide the highest quality care and best patient experience in the communities they serve.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,60916,False,False
EMCIFund,2020-01-01,https://emcifund.com,"San Diego, California, United States","Financial Services, Health Care, Lending and Investments","Finance, Financial Services, Oncology, Venture Capital",315287.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,29620,False,False
Venture MLS,2021-01-01,https://venturemls.com/,"Chino Hills, California, United States",Real Estate,PropTech,250089.0,"Venture MLS has launched a $10MM fund built to back seed and early-stage companies within the property technology space. Founded in 2021 by prominent veterans of organized real estate, Venture MLS seeks companies that can leverage the unmatched experience, expertise, and connections it holds in this well-defined, underserved industry.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,25744,False,False
Harris Capital Mortgage Group,2019-01-01,https://harriscapitalmortgage.com,"Las Vegas, Nevada, United States","Financial Services, Real Estate","Leasing, Real Estate, Residential",813594.0,"Harris Capital Mortgage Group offers federal housing, conventional housing, and financing. They have a variety of loan programs that may be beneficial for customers or their clients. They have financing down payment assistance options to fit every loan scenario. They also guides customers through the application process.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,47611,False,False
Pinnacle Technologies,2020-01-01,https://pinnacletechco.com,"Lakeland, Florida, United States","Information Technology, Privacy and Security, Software","Information Technology, Network Security, Software",1583752.0,"Pinnacle Technologies offer computer support for numerous important business verticals that promote progress and profitability. Continually available and active tech support. The combination of the powerful help desk, skilled technicians, and monitoring and mitigation software allows the team to fully cover the technology in the company. In order to ensure that communication is swift, dependable, and simple, they deploy powerful automation technologies. The staff tries to limit downtime, and they do so in a pleasant and friendly manner. They want to dispel the idea that technology is difficult to use. The service team is dedicated to maintaining its education and certification. Not only do they want the people they also want to prove it.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,64130,False,False
Verified.org,2021-07-27,https://verified.org,"Solana Beach, California, United States",Internet Services,Internet,1730298.0,"We help you find out what's real, and what's not. We help you stay safe from scams, fraud, fakes, misleading ads, and everything in between. Verify Everything with us.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2021,67445,False,False
renovAIte,2020-03-04,https://www.renovaite.com,"Washington, District of Columbia, United States","Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), Home Improvement",611680.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,41787,False,False
CamUX,2019-01-01,https://camux.co,"Champaign, Illinois, United States","Consumer Electronics, Hardware, Health Care","Assistive Technology, Consumer Electronics, Wearables",1537617.0,"CamUX develops wearable technologies that enable people with disabilities to use computers. The company was founded in 2019 by Dmitry Ilchenko, Ryan Prendergast, and Siddharth Bhujle and is headquartered in Champaign, Illinois, United States.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,5,2019,63469,False,False
KSB Agency,2021-01-01,https://ksbagency.co,"Tampa, Florida, United States","Internet Services, Professional Services, Sales and Marketing","Consulting, Digital Marketing, Email Marketing, Social Media Management",1933478.0,"KSB Agency provides digital marketing and social media management, sales and marketing training, and email marketing services. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,71397,False,False
NoXX Technologies,2020-01-01,https://www.getnoxx.com/,"White Plains, New York, United States","Information Technology, Software","Information Services, Software",501909.0,NoXX is the first platform to provide the tools that today's dedicated sports card collectors require.,1-10,0.0,M&A,,0.0,,0.0,3.0,1-10,Private,,,0.0,0.0,,5,4,2020,37975,False,False
Chataverse,2022-01-01,https://chataverse.io,"Palo Alto, California, United States","Apps, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software","Apps, Messaging, Mobile Apps",564328.0,"Chataverse is an NFT-gated messaging app that allows NFT holders and creators to communicate, socialize, and govern in a crypto-native and transparent manner.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,40219,False,False
Tri State Exteriors,2021-01-01,https://tristateexteriorsllc.com,"Columbus, Ohio, United States","Other, Real Estate","Architecture, Commercial, Construction, Residential",1800991.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,69125,False,False
ChikChack,2019-10-01,http://www.chikchack.com/,"New York, New York, United States",Food and Beverage,Food and Beverage,3104941.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2019,90468,False,False
Cross Identity,2020-01-01,https://www.crossidentity.com,"Schaumburg, Illinois, United States","Information Technology, Privacy and Security","Identity Management, Information Technology, Security",563263.0,,101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,4,2020,40178,False,False
Fieldbase,2021-01-01,https://www.fieldbase.io,"San Francisco, California, United States","Data and Analytics, Information Technology, Software","Database, Information Services, Information Technology, Software",2910935.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,87491,False,False
Shreis Scalene,2020-08-14,https://www.shreis.org/,"Gaithersburg, Maryland, United States","Biotechnology, Health Care, Manufacturing, Science and Engineering","Biotechnology, Genetics, Manufacturing, Medical Device, Therapeutics",889208.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2020,49606,False,False
Evergreen Coaching & Counseling,2019-01-01,https://www.cuevergreen.com,"Champaign, Illinois, United States","Health Care, Professional Services","Consulting, Health Care, Medical",2851336.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,86831,False,False
FoundersList,2020-01-01,https://founderslist.com,"New York, New York, United States","Community and Lifestyle, Financial Services, Lending and Investments","Communities, Finance, Venture Capital",676098.0,"FoundersList is the definitive source for resources, connections and communities within the Entrepreneurial + Startup Space. A community of founders that share and exchange information about resources for founders anywhere. Need a lawyer for incorporation? Need a web-designer for your proof of concept? Need help with your financial statements or projections? If you need a pro, check out the directory and see what others have to say, who they have used, and what they have experienced.",1-10,1.0,Seed,2021-01-01,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,4,2020,43771,False,False
hostAI,2022-07-01,https://gethostai.com/,"Sunnyvale, California, United States","Artificial Intelligence (AI), Data and Analytics, Real Estate, Sales and Marketing, Science and Engineering, Software, Travel and Tourism","Artificial Intelligence (AI), Marketing Automation, Vacation Rental",176595.0,"hostAI is a company that offers an AI-native software designed to empower independent travel brands. Their main product is an automated one-stop shop that uses artificial intelligence to boost direct revenue for vacation rentals. The software is built to handle direct marketing for these brands, making every stay special and memorable for guests. It offers a private rental unit for guests, providing a unique experience in vibrant cities. To get started with hostAI, potential customers can join their waitlist.",1-10,1.0,Seed,2023-06-01,0.0,Seed,0.0,3.0,1-10,Private,,,,,,2,1,2022,20387,False,False
Wonder Inventions,2020-01-01,http://www.wonder.inc/,"New York, New York, United States","Media and Entertainment, Professional Services, Software, Video","Film Production, Innovation Management, Software",987990.0,"Wonder Inventions is an invention company that help, access, and updates Dynascore.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,52055,False,False
Veeper,2020-01-01,https://www.veeperapp.com/,"Kansas City, Missouri, United States",Internet Services,Internet,120559.0,Veeper is an internet company.,1-10,3.0,Seed,2022-09-20,100000.0,Pre-Seed,200000.0,3.0,1-10,Private,,,,,,0,4,2020,15532,False,False
